date,price,heightest_price,lowest_price
"102/10/09","8352.25","8378.37","8330.79","8344.73",
"102/10/11","8407.45","8433.53","8349.37","8349.37",
"102/10/14","8339.99","8343.65","8269.16","8273.96",
"102/10/15","8320.48","8368.02","8320.48","8367.88",
"102/10/16","8384.03","8384.03","8332.18","8332.18",
"102/10/17","8390.88","8415.16","8364.89","8374.68",
"102/10/18","8416.33","8441.19","8390.32","8441.19",
"102/10/21","8456.68","8459.30","8400.06","8419.32",
"102/10/22","8407.62","8425.31","8376.27","8418.27",
"102/10/23","8419.80","8438.95","8380.15","8393.62",
"102/10/24","8364.45","8413.72","8346.52","8413.72",
"102/10/25","8380.31","8390.25","8322.15","8346.62",
"102/10/28","8365.43","8414.81","8348.42","8407.83",
"102/10/29","8394.85","8432.90","8380.21","8420.98",
"102/10/30","8429.40","8465.06","8419.21","8465.06",
"102/10/31","8437.76","8469.58","8424.47","8450.06",
"102/11/01","8474.47","8476.63","8378.94","8388.18",
"102/11/04","8371.83","8371.83","8333.63","8354.14",
"102/11/05","8354.92","8372.80","8262.20","8262.20",
"102/11/06","8275.07","8297.57","8232.50","8281.97",
"102/11/07","8298.06","8298.06","8250.72","8283.71",
"102/11/08","8235.30","8266.72","8216.33","8229.59",
"102/11/11","8228.90","8242.41","8168.92","8182.56",
"102/11/12","8233.62","8233.62","8160.17","8195.26",
"102/11/13","8199.26","8199.26","8104.26","8104.26",
"102/11/14","8137.82","8161.70","8100.73","8134.91",
"102/11/15","8168.90","8210.10","8160.28","8177.12",
"102/11/18","8201.85","8226.61","8186.47","8191.46",
"102/11/19","8215.00","8260.82","8215.00","8260.21",
"102/11/20","8250.31","8262.91","8204.46","8204.46",
"102/11/21","8197.86","8203.45","8093.82","8099.45",
"102/11/22","8107.98","8142.72","8107.98","8116.78",
"102/11/25","8182.90","8217.62","8182.90","8187.51",
"102/11/26","8200.70","8281.38","8187.28","8248.02",
"102/11/27","8287.63","8312.32","8279.51","8295.88",
"102/11/28","8320.65","8377.81","8320.65","8362.43",
"102/11/29","8374.14","8414.79","8365.32","8406.83",
"102/12/02","8429.24","8437.13","8391.82","8414.61",
"102/12/03","8407.74","8418.23","8390.73","8392.55",
"102/12/04","8379.44","8435.23","8375.79","8418.00",
"102/12/05","8430.53","8437.60","8362.39","8375.54",
"102/12/06","8372.61","8410.19","8361.99","8367.72",
"102/12/09","8439.76","8477.87","8433.81","8444.62",
"102/12/10","8451.81","8459.49","8421.59","8443.39",
"102/12/11","8450.96","8501.77","8413.52","8433.77",
"102/12/12","8405.62","8406.93","8361.33","8361.33",
"102/12/13","8355.01","8391.82","8346.83","8376.94",
"102/12/16","8368.83","8374.21","8313.87","8313.87",
"102/12/17","8351.98","8384.26","8351.98","8352.93",
"102/12/18","8361.75","8375.52","8333.31","8349.04",
"102/12/19","8400.39","8426.08","8378.78","8407.40",
"102/12/20","8400.21","8439.37","8392.38","8408.53",
"102/12/23","8441.16","8477.47","8441.16","8456.46",
"102/12/24","8473.02","8478.09","8450.49","8450.49",
"102/12/25","8461.49","8484.05","8457.87","8467.76",
"102/12/26","8467.73","8492.71","8465.85","8485.89",
"102/12/27","8490.73","8543.50","8488.44","8535.04",
"102/12/30","8552.13","8623.43","8552.13","8623.43",
"102/12/31","8636.50","8647.24","8593.75","8611.51",
"103/01/02","8618.60","8632.81","8587.54","8612.54",
"103/01/03","8584.74","8584.74","8537.86","8546.54",
"103/01/06","8553.00","8568.24","8488.64","8500.01",
"103/01/07","8515.36","8547.19","8512.30","8512.30",
"103/01/08","8548.61","8587.08","8548.61","8556.01",
"103/01/09","8555.80","8569.11","8506.02","8514.68",
"103/01/10","8559.18","8559.18","8521.50","8529.35",
"103/01/13","8587.49","8607.23","8558.96","8566.20",
"103/01/14","8545.46","8568.31","8523.46","8548.14",
"103/01/15","8567.81","8619.56","8567.81","8602.55",
"103/01/16","8653.54","8668.95","8610.24","8612.11",
"103/01/17","8628.49","8628.86","8580.49","8596.00",
"103/01/20","8595.59","8636.21","8584.50","8621.56",
"103/01/21","8639.71","8650.14","8599.90","8599.90",
"103/01/22","8598.98","8633.57","8596.99","8625.30",
"103/01/23","8644.56","8647.87","8595.10","8595.10",
"103/01/24","8581.49","8608.64","8577.14","8598.31",
"103/01/27","8519.48","8519.48","8442.19","8462.57",
"103/02/05","8290.17","8313.83","8230.46","8264.48",
"103/02/06","8286.16","8333.56","8284.77","8311.01",
"103/02/07","8383.99","8409.03","8356.93","8387.35",
"103/02/10","8416.42","8447.02","8391.95","8391.95",
"103/02/11","8413.86","8439.33","8401.54","8430.56",
"103/02/12","8471.51","8510.87","8471.51","8510.87",
"103/02/13","8506.22","8511.02","8467.70","8467.70",
"103/02/14","8524.54","8566.99","8508.24","8513.68",
"103/02/17","8537.83","8558.50","8512.60","8519.55",
"103/02/18","8530.81","8556.23","8506.06","8556.23",
"103/02/19","8565.06","8577.01","8543.15","8577.01",
"103/02/20","8555.27","8567.50","8513.08","8524.62",
"103/02/21","8571.29","8612.08","8571.29","8601.86",
"103/02/24","8603.61","8612.21","8541.65","8560.61",
"103/02/25","8581.14","8598.73","8564.51","8575.62",
"103/02/26","8569.04","8626.68","8563.87","8600.86",
"103/02/27","8626.51","8647.90","8615.41","8639.58",
"103/03/03","8627.15","8628.05","8545.24","8601.98",
"103/03/04","8583.58","8595.59","8554.54","8554.54",
"103/03/05","8622.19","8652.22","8622.19","8632.93",
"103/03/06","8660.29","8719.17","8660.29","8713.79",
"103/03/07","8754.74","8787.62","8698.60","8713.96",
"103/03/10","8706.43","8712.88","8651.54","8665.24",
"103/03/11","8694.96","8716.31","8684.63","8702.33",
"103/03/12","8671.40","8684.73","8651.99","8684.73",
"103/03/13","8737.81","8768.66","8732.15","8747.79",
"103/03/14","8697.73","8709.56","8677.81","8687.63",
"103/03/17","8697.26","8708.40","8662.49","8700.10",
"103/03/18","8747.38","8759.55","8713.51","8731.94",
"103/03/19","8745.02","8749.80","8682.75","8689.46",
"103/03/20","8638.59","8638.59","8580.40","8597.33",
"103/03/21","8642.82","8642.82","8562.57","8577.17",
"103/03/24","8540.27","8605.38","8508.01","8605.38",
"103/03/25","8589.19","8689.30","8589.19","8689.30",
"103/03/26","8741.03","8746.71","8717.79","8737.27",
"103/03/27","8737.56","8780.42","8723.82","8779.57",
"103/03/28","8779.91","8812.41","8751.07","8774.64",
"103/03/31","8802.93","8849.28","8769.97","8849.28",
"103/04/01","8847.34","8873.15","8826.16","8873.15",
"103/04/02","8906.52","8922.79","8883.14","8905.45",
"103/04/03","8902.94","8913.74","8871.16","8888.54",
"103/04/07","8844.91","8876.44","8828.59","8876.44",
"103/04/08","8878.88","8899.12","8860.70","8888.25",
"103/04/09","8912.39","8936.57","8912.39","8930.57",
"103/04/10","8964.34","8978.52","8898.30","8948.10",
"103/04/11","8900.13","8909.97","8848.24","8908.05",
"103/04/14","8897.23","8899.51","8852.66","8857.42",
"103/04/15","8898.65","8918.94","8889.44","8916.71",
"103/04/16","8921.07","8968.56","8894.29","8923.82",
"103/04/17","8942.23","8962.66","8921.56","8944.16",
"103/04/18","8994.77","9002.70","8945.56","8966.66",
"103/04/21","8961.52","8965.58","8938.47","8951.19",
"103/04/22","8956.22","8989.06","8955.19","8974.71",
"103/04/23","9009.59","9022.28","8947.86","8956.92",
"103/04/24","8968.82","8971.94","8926.55","8945.45",
"103/04/25","8945.81","8951.06","8749.51","8774.12",
"103/04/28","8680.14","8825.93","8671.65","8809.71",
"103/04/29","8845.60","8884.48","8833.37","8872.11",
"103/04/30","8885.70","8890.09","8791.44","8791.44",
"103/05/02","8846.86","8875.90","8839.92","8867.32",
"103/05/05","8895.87","8911.08","8844.45","8870.43",
"103/05/06","8888.45","8927.39","8853.72","8912.39",
"103/05/07","8903.72","8911.03","8856.98","8893.22",
"103/05/08","8925.21","8941.46","8891.74","8930.90",
"103/05/09","8943.14","8945.63","8878.32","8889.69",
"103/05/12","8893.72","8898.31","8803.43","8808.61",
"103/05/13","8865.61","8886.66","8809.06","8817.94",
"103/05/14","8842.05","8875.16","8812.19","8875.16",
"103/05/15","8852.92","8880.65","8839.44","8880.65",
"103/05/16","8857.12","8896.72","8816.92","8888.45",
"103/05/19","8901.54","8912.35","8877.46","8899.90",
"103/05/20","8922.08","8930.79","8887.79","8887.79",
"103/05/21","8894.16","8905.04","8848.53","8862.42",
"103/05/22","8899.82","8969.63","8899.82","8969.63",
"103/05/23","8960.79","9008.22","8960.79","9008.22",
"103/05/26","9040.49","9053.75","9026.77","9036.12",
"103/05/27","9045.08","9059.19","9035.69","9055.29",
"103/05/28","9072.04","9125.14","9069.89","9121.71",
"103/05/29","9123.46","9131.66","9093.57","9109.00",
"103/05/30","9130.66","9139.57","9075.91","9075.91",
"103/06/03","9106.61","9128.34","9070.45","9123.46",
"103/06/04","9135.01","9140.55","9114.18","9119.96",
"103/06/05","9127.56","9140.72","9094.13","9140.72",
"103/06/06","9167.83","9174.77","9122.56","9134.46",
"103/06/09","9153.93","9166.58","9138.93","9162.74",
"103/06/10","9181.90","9222.37","9171.75","9222.37",
"103/06/11","9218.50","9229.80","9204.76","9229.80",
"103/06/12","9209.99","9220.89","9186.79","9204.65",
"103/06/13","9192.73","9207.74","9171.51","9196.39",
"103/06/16","9196.23","9214.19","9179.56","9202.93",
"103/06/17","9223.02","9249.87","9200.86","9240.60",
"103/06/18","9257.65","9316.64","9204.35","9279.93",
"103/06/19","9288.69","9324.40","9283.38","9316.81",
"103/06/20","9330.35","9339.83","9273.79","9273.79",
"103/06/23","9293.06","9302.65","9225.73","9228.35",
"103/06/24","9232.35","9276.24","9232.35","9246.20",
"103/06/25","9250.13","9255.87","9229.80","9242.16",
"103/06/26","9273.36","9320.94","9271.35","9320.94",
"103/06/27","9316.89","9330.95","9303.57","9306.83",
"103/06/30","9332.44","9393.07","9327.89","9393.07",
"103/07/01","9393.07","9463.06","9374.28","9441.92",
"103/07/02","9482.00","9547.05","9421.87","9484.96",
"103/07/03","9468.78","9538.65","9449.78","9526.23",
"103/07/04","9525.93","9550.11","9482.94","9510.05",
"103/07/07","9497.27","9520.20","9454.67","9520.20",
"103/07/08","9515.18","9540.57","9499.17","9530.98",
"103/07/09","9510.00","9522.99","9478.76","9489.98",
"103/07/10","9512.89","9568.75","9512.89","9565.12",
"103/07/11","9561.71","9591.27","9478.07","9495.84",
"103/07/14","9497.81","9545.99","9488.12","9520.30",
"103/07/15","9558.42","9593.68","9547.94","9569.17",
"103/07/16","9570.33","9574.13","9471.65","9484.73",
"103/07/17","9420.11","9461.86","9373.87","9408.24",
"103/07/18","9335.38","9421.34","9335.38","9400.97",
"103/07/21","9453.78","9480.14","9426.30","9440.97",
"103/07/22","9453.23","9499.36","9418.74","9499.36",
"103/07/24","9508.26","9538.07","9483.52","9527.54",
"103/07/25","9519.99","9528.70","9412.48","9439.29",
"103/07/28","9415.90","9460.43","9385.56","9420.18",
"103/07/29","9457.80","9483.75","9357.32","9391.88",
"103/07/30","9409.62","9456.03","9398.82","9447.02",
"103/07/31","9436.04","9438.97","9313.87","9315.85",
"103/08/01","9223.75","9274.64","9201.83","9266.51",
"103/08/04","9280.29","9330.19","9258.18","9330.19",
"103/08/05","9316.82","9316.82","9141.44","9141.44",
"103/08/06","9148.36","9163.81","9070.09","9143.97",
"103/08/07","9162.65","9172.88","9108.85","9131.44",
"103/08/08","9120.20","9120.20","9014.89","9085.96",
"103/08/11","9109.83","9184.96","9107.21","9172.91",
"103/08/12","9188.85","9198.10","9146.98","9163.12",
"103/08/13","9155.02","9231.66","9147.14","9231.31",
"103/08/14","9276.41","9282.01","9218.55","9230.61",
"103/08/15","9243.67","9243.67","9172.91","9206.81",
"103/08/18","9222.73","9222.73","9128.66","9141.31",
"103/08/19","9188.63","9255.09","9188.63","9243.78",
"103/08/20","9278.15","9294.49","9249.31","9288.05",
"103/08/21","9286.82","9289.02","9217.97","9253.38",
"103/08/22","9273.07","9380.60","9271.87","9380.10",
"103/08/25","9393.24","9409.35","9369.24","9390.62",
"103/08/26","9394.28","9418.77","9386.49","9393.96",
"103/08/27","9426.29","9491.75","9426.29","9485.59",
"103/08/28","9499.22","9502.42","9453.49","9478.37",
"103/08/29","9459.81","9470.15","9425.35","9436.27",
"103/09/01","9474.41","9532.66","9472.96","9513.06",
"103/09/02","9503.65","9503.65","9388.13","9399.72",
"103/09/03","9434.88","9455.78","9396.79","9450.35",
"103/09/04","9439.76","9439.76","9389.29","9428.89",
"103/09/05","9446.45","9451.39","9365.70","9407.94",
"103/09/09","9452.14","9465.93","9426.99","9434.77",
"103/09/10","9410.62","9410.62","9309.05","9357.61",
"103/09/11","9376.38","9381.05","9322.95","9322.95",
"103/09/12","9324.74","9333.28","9223.18","9223.18",
"103/09/15","9206.41","9242.23","9175.61","9217.46",
"103/09/16","9218.85","9219.42","9133.40","9133.40",
"103/09/17","9171.04","9252.38","9159.85","9195.17",
"103/09/18","9211.80","9237.88","9201.91","9237.03",
"103/09/19","9268.44","9289.22","9235.44","9240.45",
"103/09/22","9220.54","9220.54","9106.27","9134.65",
"103/09/23","9134.29","9147.21","9084.90","9084.90",
"103/09/24","9071.80","9123.11","9071.80","9098.49",
"103/09/25","9126.76","9149.41","8982.51","9011.59",
"103/09/26","8957.56","9001.98","8913.51","8989.82",
"103/09/29","9018.46","9018.46","8948.09","8960.76",
"103/09/30","8954.58","8998.83","8860.17","8966.92",
"103/10/01","8958.87","9014.26","8918.96","8990.26",
"103/10/02","8959.37","9010.27","8913.01","8975.19",
"103/10/03","9010.30","9113.80","8998.27","9106.28",
"103/10/06","9118.28","9122.54","9065.34","9095.14",
"103/10/07","9065.67","9074.80","8993.45","9040.81",
"103/10/08","8989.99","9038.61","8955.18","8955.18",
"103/10/09","9021.31","9054.67","8946.16","8966.44",
"103/10/13","8767.42","8795.77","8711.39","8711.39",
"103/10/14","8691.83","8768.39","8684.19","8768.39",
"103/10/15","8769.39","8776.91","8635.41","8655.51",
"103/10/16","8602.65","8676.46","8501.29","8633.69",
"103/10/17","8688.71","8699.77","8512.88","8512.88",
"103/10/20","8617.08","8679.85","8611.17","8663.14",
"103/10/21","8676.32","8676.32","8636.67","8654.64",
"103/10/22","8744.91","8775.35","8729.77","8748.83",
"103/10/23","8735.38","8751.67","8714.88","8731.07",
"103/10/24","8740.28","8750.42","8629.24","8646.01",
"103/10/27","8671.51","8689.67","8607.23","8627.78",
"103/10/28","8692.52","8788.28","8692.52","8773.55",
"103/10/29","8821.85","8903.68","8821.85","8903.68",
"103/10/30","8890.19","8892.99","8842.80","8888.07",
"103/10/31","8909.34","8974.76","8885.21","8974.76",
"103/11/03","9009.38","9029.71","8965.50","9004.86",
"103/11/04","9030.96","9046.22","8980.96","8989.18",
"103/11/05","8997.76","9013.06","8941.18","8962.60",
"103/11/06","8968.79","8979.97","8887.36","8891.02",
"103/11/07","8881.19","8925.62","8867.78","8912.62",
"103/11/10","8937.59","9062.89","8937.59","9049.98",
"103/11/11","9067.54","9069.44","9021.54","9034.14",
"103/11/12","9030.13","9030.13","8894.11","8918.95",
"103/11/13","8947.97","8980.67","8927.09","8980.67",
"103/11/14","8992.40","8996.38","8950.23","8982.88",
"103/11/17","9003.37","9024.00","8878.38","8884.39",
"103/11/18","8916.08","8944.26","8828.15","8859.07",
"103/11/19","8896.16","8988.64","8879.29","8963.24",
"103/11/20","8984.93","9078.87","8984.93","9078.87",
"103/11/21","9104.34","9111.18","9071.86","9091.53",
"103/11/24","9144.42","9165.71","9104.54","9122.33",
"103/11/25","9125.27","9153.55","9098.32","9116.24",
"103/11/26","9125.08","9146.04","9112.19","9122.39",
"103/11/27","9153.49","9217.73","9153.49","9165.31",
"103/11/28","9163.19","9201.80","9158.28","9187.15",
"103/12/01","9038.41","9164.54","8998.55","9117.71",
"103/12/02","9098.36","9104.84","9009.69","9034.79",
"103/12/03","9073.47","9188.32","9045.20","9175.26",
"103/12/04","9212.85","9251.85","9195.15","9225.11",
"103/12/05","9220.25","9240.51","9192.29","9206.57",
"103/12/08","9231.24","9241.63","9174.51","9187.29",
"103/12/09","9163.43","9177.14","9127.12","9128.90",
"103/12/10","9115.33","9140.49","9015.52","9032.16",
"103/12/11","9003.84","9046.40","8971.53","9013.07",
"103/12/12","9041.54","9084.27","9022.56","9027.33",
"103/12/15","8987.95","8997.08","8943.04","8985.63",
"103/12/16","8967.82","9031.07","8950.91","8950.91",
"103/12/17","8961.64","8972.12","8826.03","8828.36",
"103/12/18","8912.78","8946.42","8876.88","8878.63",
"103/12/19","8981.85","9035.77","8953.17","8999.52",
"103/12/22","9032.42","9099.85","9024.01","9095.00",
"103/12/23","9123.78","9138.15","9093.43","9097.71",
"103/12/24","9096.48","9186.18","9096.48","9186.18",
"103/12/25","9186.83","9198.04","9153.77","9158.70",
"103/12/26","9171.91","9214.07","9158.39","9214.07",
"103/12/27","9222.47","9228.65","9197.13","9218.50",
"103/12/29","9216.43","9313.33","9216.43","9286.28",
"103/12/30","9299.10","9338.06","9262.70","9268.43",
"103/12/31","9260.46","9307.26","9252.31","9307.26",
"104/01/05","9292.31","9292.31","9182.02","9274.11",
"104/01/06","9209.93","9209.93","9043.44","9048.34",
"104/01/07","9051.94","9108.66","9050.54","9080.09",
"104/01/08","9154.03","9246.62","9154.03","9238.03",
