"ら戳","代","代兜","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2010/01/01","罚标","SO2","3.3","4.8","4.8","3.5","2.2","4.1","4.3","6","5.4","4.7","4.2","5.1","4.5","4.7","5.1","4.7","4.4","4.2","3.8","5.2","4.7","5.4","4.1","3.9"
"2010/01/01","罚标","THC","1.957","2.119","2.114","2.11","2.058","2.212","2.172","2.2","2.179","2.113","2.047","1.93","1.796","1.748","1.802","1.845","1.963","1.945","2.295","2.261","2.166","2.041","2.194","2.185"
"2010/01/01","罚标","WD_HR","348.02","304.69","323.61","350.55","307.54","302.27","304.68","309.07","354.49","339.71","292.94","300.88","280.45","265.2","281.22","281.66","281.44","280.66","291.04","311.76","1.29","42.34","2.48","326.12"
"2010/01/01","罚标","WIND_DIREC","325.42","323.83","330.99","1.41","323.17","312.42","299.62","320.98","7.6","326.77","281.79","300.22","291.81","254.48","287.22","288.21","289.2","259.25","291.17","344.03","40.19","55.03","2.54","327.98"
"2010/01/01","罚标","WIND_SPEED","1.26","2.54","1.68","1.37","1.15","1.78","2.02","1.79","1.41","1.67","1.61","2.97","2.24","2.02","3.16","2.98","2.48","1.52","1.27","1.43","1.68","1.22",".73","1.75"
"2010/01/01","罚标","WS_HR",".72","1.66","1.15",".78",".8","1.66","1.21","1.23",".91",".69","1.17","1.52","1.82","1.78","2.1","2.47","2","1.56","1.07","1.04",".97","1.01",".48","1.04"
"2010/01/02","罚标","AMB_TEMP","16.19","16","15.71","15.27","14.85","14.78","14.36","14.6","16.49","17.75","19.6","21.96","23.07","24.03","24.45","23.97","23.18","22.33","21.58","20.79","19.22","18.08","17.74","17.26"
"2010/01/02","罚标","CH4","2.031","1.956","2.017","2.012","1.977","1.97","2.041","2.051","1.939","1.937","1.864","1.764","1.719","1.704","1.724","1.743","1.743","1.776","1.78","1.747","1.787","1.741","1.708","1.697"
"2010/01/02","罚标","CO",".58",".54",".55",".58",".52",".54",".55",".71",".66",".66",".53",".49",".56",".6",".6",".57",".54",".56",".58",".52",".52",".44",".43",".4"
"2010/01/02","罚标","NMHC",".22",".184",".199",".224",".207",".206",".22",".258",".254",".218",".226",".191",".13",".119",".206",".181",".132",".173",".164",".139",".135",".097",".086",".081"
"2010/01/02","罚标","NO","6.19","4.81","7.01","5.3","6.23","8.4","14.75","23.41","20.29","15.53","8.68","4.76","2.87","1.97","2.11","1.97","1.66","1.61","1.74","1.97","2.27","1.51","1.24","1.28"
"2010/01/02","罚标","NO2","29.14","24.34","22.75","24.94","24.16","22.99","21.67","20.74","19.82","20.6","18.75","16.81","16.3","15.54","17.98","20.62","21.93","28.9","30.99","25.59","27.34","20.32","19.16","14.28"
"2010/01/02","罚标","NOx","35.34","29.14","29.77","30.24","30.39","31.4","36.42","44.15","40.11","36.13","27.42","21.57","19.17","17.51","20.09","22.6","23.59","30.51","32.73","27.57","29.6","21.83","20.41","15.57"
"2010/01/02","罚标","O3","3.2","4.4","3.2","2.2","1.9","3.8#","2.8","5.2","7.5","13.7","24.2","45.1","59.9","77.9","76.2","62.6","54.2","41.1","28.3","27.7","15.6","15.3","14.2","18.4"
"2010/01/02","罚标","PM10","118","101","104","95","103","90","95","107","113","123","111","118","115","116","122","120","129","133","146","140","126","112","96","73"
"2010/01/02","罚标","PM2.5","71","58","61","56","63","57","54","54","60","72","78","81","79","78","75","77","82","83","87","77","78","71","70","56"
"2010/01/02","罚标","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/02","罚标","RH","84.03","85.06","86.41","87.54","88.28","88.43","89.78","89.74","84.01","79.47","73.13","63.46","59.01","55.82","55.12","58.76","61.04","64.96","67.59","69.26","79.83","83.72","84.51","85.87"
"2010/01/02","罚标","SO2","3.7","3","2.8","3.4","4.4","3.9","4.2","4.3","3.7","3.1","3.1","3.3","9.6","9.9","6.4","4.8","4.9","5.1","5","4.2","3.3","2.7","2.1","1.9"
"2010/01/02","罚标","THC","2.251","2.141","2.215","2.236","2.184","2.176","2.261","2.309","2.194","2.154","2.09","1.956","1.849","1.823","1.93","1.924","1.876","1.949","1.944","1.886","1.922","1.838","1.794","1.778"
"2010/01/02","罚标","WD_HR","317.9","322.84","314.43","311.97","322.99","314.25","322.51","324.23","344.08","310.41","356.93","336.69","300.25","302.47","293.8","295.94","311.76","319.26","311.57","307.27","307.94","317.24","306.99","307.48"
"2010/01/02","罚标","WIND_DIREC","323.83","318.85","300.17","320.23","154.22","337.78","324.78","329.2","298.99","312.2","18.47","341.03","288.63","307.81","311.01","297.99","319.63","321.98","309.95","303.14","301.73","325.13","292.73","308"
"2010/01/02","罚标","WIND_SPEED","1.93","1.58","1.5","2.04",".49","1.74","1.95","1.57","1.05","3.06","1.88","2.57","2.65","1.98","2.92","2.83","3.13","2.45","2.95","3.37","4.76","3.32","3.13","3.79"
"2010/01/02","罚标","WS_HR","1.04",".97","1.12","1.38",".46",".77","1.01",".81",".5","2.05",".87","1.38","2.07","1.76","2.55","2.8","1.73","1.34","1.88","1.82","1.89","1.05","1.61","1.76"
"2010/01/03","罚标","AMB_TEMP","16.68","16.39","16.19","16.75","18.11","18.69","18.73","17.72","17.92","18.28","19.26","19.5","19.15","19.84","20.99","21.29","20.66","19.87","19.16","18.28","17.58","17.07","16.76","16.33"
"2010/01/03","罚标","CH4","1.678","1.679","1.706","1.699","1.675","1.672","1.642","1.632","1.634","1.632","1.618","1.666","1.671","1.664","1.656","1.662","1.68","1.739","1.738","1.769","1.817","1.929","1.889","1.908"
"2010/01/03","罚标","CO",".37",".34",".34",".34",".28",".27",".24",".29",".37",".35",".31",".31",".3",".29",".3",".35",".39",".47",".6",".61",".7",".84",".8",".78"
"2010/01/03","罚标","NMHC",".067",".05",".048",".055",".037",".032",".02",".037",".072",".074",".067",".061",".054",".046",".052",".07",".101",".135",".182",".153",".2",".243",".207",".203"
"2010/01/03","罚标","NO","1.15",".96",".55","2.26","2.07","1.98","2.07","2.18","3.94","4.23","5.84","4.84","4.62","4.17","4.32","4.28","2.77","2.37","2.08","2.33","2.88","7.21","6.02","4.01"
"2010/01/03","罚标","NO2","12.6","11.87","11.62","9.48","7.55","7.28","6.93","9.95","19.92","16.11","14.9","10.82","11.73","10.99","11.88","14.66","13.75","17.03","22.31","20.8","29.63","43","36.8","32.72"
"2010/01/03","罚标","NOx","13.76","12.83","12.17","11.74","9.62","9.26","8.99","12.14","23.87","20.34","20.73","15.65","16.35","15.16","16.19","18.94","16.52","19.39","24.39","23.13","32.51","50.21","42.82","36.73"
"2010/01/03","罚标","O3","20.6","22","21.5","22.6","27.5","29.6","33.5","28.7","17.4","22.4","24.5","29.2","34.1","39.5","41.1","39.5","44.3","40.5","38.8","39.2","24.3","4.8","6.2","6.5"
"2010/01/03","罚标","PM10","51","44","30","23","14","22","21","20","18","18","21","19","29","30","36","39","48","55","63","81","106","130","136","144"
"2010/01/03","罚标","PM2.5","41","20","19","15","18","10","12","12","13","14","18","20","22","23","30","28","26","25","33","45","62","75","78","79"
"2010/01/03","罚标","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","1",".8","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/03","罚标","RH","86.66","85.55","84.83","80.76","70.61","66.89","69.69","80.66","82.47","80.14","77.07","77.04","74.79","70.8","65.23","63.46","65.82","69.65","73.09","75.58","77.19","80.47","81.46","83.85"
"2010/01/03","罚标","SO2","1.7","1.6","1.6","1.5","1.3","1.3","1.3","1.4","1.2","1.2","1.2","1.5","1.9","2","2.6","3.4","3.1","3.7","5.4","6.7","5.1","4.9","4.3","4.2"
"2010/01/03","罚标","THC","1.745","1.729","1.755","1.754","1.712","1.705","1.661","1.669","1.706","1.706","1.685","1.727","1.725","1.71","1.708","1.731","1.782","1.874","1.92","1.922","2.017","2.172","2.095","2.11"
"2010/01/03","罚标","WD_HR","306.6","316.94","308.19","321.56","26.05","303.95","37.7","54.43","75.81","80.12","49.21","306.24","317.89","315.69","311.61","308.47","268.39","269.01","303.91","318.18","324.22","325.98","324.85","337.15"
"2010/01/03","罚标","WIND_DIREC","291.54","327.81","308.82","11.36","17.44","303.64","54.44","74.38","94.21","72.64","340.44","301.96","317.82","333.9","311.67","332.74","259.8","298.45","323.15","312.78","322.14","327.65","324.66","20.4"
"2010/01/03","罚标","WIND_SPEED","4.24","3.46","3.49","2.61","2.16","3.74","3.18","1.95","2.12","2.44","2.09","3.63","4.22","2.58","2.35","1.92","2.16","1.77","1.79","1.42","1.36","1.66","1.78","1.58"
"2010/01/03","罚标","WS_HR","2.36",".95","1.56","1.15",".94","2.19","1.25","2.06","1.73","1.76","1.13","1.6","1.95","1.4","1.4","1.27","1.89","1.42","1.55","1.16",".92","1.06",".95",".81"
"2010/01/04","罚标","AMB_TEMP","16.56","16.77","16.8","16.41","16.1","15.73","15.65","15.86","17.1","19.26","21.06","22.57","23.64","23.72","23.36","22.89","21.7","21.11","20.44","19.55","18.8","18.23","17.49","17.05"
"2010/01/04","罚标","CH4","1.838","1.807","1.769","1.769","1.79","1.891","1.821","1.78","1.777","1.722","1.713","1.686","1.671","1.731","1.696","1.689","1.72","1.756","1.78","1.86","1.848","1.828","1.852","1.884"
"2010/01/04","罚标","CO",".71",".61",".53",".5",".49",".5",".54",".72",".59",".44",".43",".4",".42",".55",".48",".52",".65",".93","1.12","1.2",".95",".79",".78",".74"
"2010/01/04","罚标","NMHC",".184",".145",".095",".086",".075",".079",".099",".169",".129",".102",".087",".071",".087",".208",".138",".218",".405",".418",".663","1.005",".461",".314",".231",".187"
"2010/01/04","罚标","NO","3.01","2.43","2.37","2.36","2.56","2.37","3.57","8.53","10.55","7.72","5.47","4.95","4.04","3.42","2.85","2.94","2.28","2.48","2.46","3.07","2.75","2.76","2.38","2.51"
"2010/01/04","罚标","NO2","28.02","20.32","16.53","12.86","12.38","21.28","23.64","25.23","20.63","16.23","14.61","14.44","12.2","16.22","14.51","18.34","22.34","34.38","42.68","43.04","38.95","30.52","28.29","25.55"
"2010/01/04","罚标","NOx","31.03","22.75","18.9","15.22","14.94","23.65","27.21","33.75","31.18","23.95","20.08","19.39","16.23","19.64","17.36","21.28","24.62","36.86","45.13","46.11","41.7","33.28","30.67","28.06"
"2010/01/04","罚标","O3","11.7","19","24.6","26.5","26.1","17","13.6","10.2","15.7","23.4","35.8","43.7","54.8","76.3","69.8","64","67.6","51.1","33.3","20.8","19.3","23.3","19.4","15.1"
"2010/01/04","罚标","PM10","150","155","148","131","120","116","113","110","115","106","98","83","86","103","114","128","138","154","169","177","188","196","204","201"
"2010/01/04","罚标","PM2.5","81","82","88","83","80","67","67","67","73","63","59","53","47","57","59","70","69","79","90","96","98","108","114","126"
"2010/01/04","罚标","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/04","罚标","RH","83.24","81.71","80.52","81.44","81.75","82.56","82.76","82.74","79.46","70.24","63.4","57.31","52.65","54.8","56.23","58.78","64.86","66.7","68.61","73.79","76.21","78.77","82.35","84.73"
"2010/01/04","罚标","SO2","6.5","6.5","6.5","5.2","3.3","2.9","4.8","4.5","4.9","3.8","3.4","2.4","2.4","4.1","2.8","3.2","4.9","5.6","4.7","4.2","5.3","5.8","4.3","3.2"
"2010/01/04","罚标","THC","2.022","1.952","1.865","1.855","1.865","1.97","1.92","1.948","1.906","1.824","1.8","1.757","1.757","1.939","1.833","1.907","2.125","2.174","2.443","2.865","2.309","2.142","2.084","2.071"
"2010/01/04","罚标","WD_HR","50.14","359.94","47.89","49.54","320.8","314.15","40.57","342.76","10.19","8.07","329.55","343.5","283.23","276.93","268.6","287.88","295.44","281.27","305.11","286.26","354.31","43.22","331.25","334.46"
"2010/01/04","罚标","WIND_DIREC","53.95","37.18","50.9","48.99","319.38","324.28","59.46","332.87","330.22","24.47","319.88","321.8","260.92","275","273.38","289.61","299.05","287.32","272.65","325.37","51.04","343.11","324.73","11.63"
"2010/01/04","罚标","WIND_SPEED","1.54","1.14","1.47","1.47","1.76","2.23","1.69","1.86","1.93","2.03","2.24","1.77","1.87","3.43","3.06","2.89","2.16","1",".84","1.28","2.24","1.84","1.72","1.12"
"2010/01/04","罚标","WS_HR","1.18",".43",".88","1.37",".69","1.07","1.28",".72",".8",".81","1.24",".89","1.18","2.81","2.71","2.44","2.46","1.09",".85","1.05",".67","1.52",".72",".63"
"2010/01/05","罚标","AMB_TEMP","16.72","16.61","16.32","16.01","16.18","16.52","16.23","16.45","16.76","17.56","19.43","21.39","23.57","23.05","21.94","22.42","21.44","19.52","18.64","17.8","16.99","16.25","15.57","15.25"
"2010/01/05","罚标","CH4","1.865","1.87","1.945","1.968","1.985","1.908","1.956","1.885","1.905","1.916","1.842","1.837","1.818","1.825","1.721","1.688","1.712","1.705","1.742","1.766","1.784","1.784","1.799","1.844"
"2010/01/05","罚标","CO",".67",".67",".67",".72",".8",".79",".81",".96",".93",".86",".76",".75",".85",".86",".58",".54",".53",".58",".61",".67",".65",".6",".59",".56"
"2010/01/05","罚标","NMHC",".162",".146",".164",".219",".273",".294",".303",".346",".334",".341",".267",".326",".669",".39",".174",".16",".176",".177",".193",".226",".24",".229",".201",".22"
"2010/01/05","罚标","NO","2.78","2.36","2.41","2.56","4.81","6.71","15.02","20.78","23.39","23.03","12.93","15.97","12.79","4.9","3.75","3.33","2.79","2.8","2.4","2.96","4.38","4.99","7.43","7.98"
"2010/01/05","罚标","NO2","19.08","18.14","19.71","22.77","29.94","31.51","29.29","25.36","27.18","29.47","26.56","37.27","56.13","40.52","22.45","20.81","25.46","27.04","33","35.24","38.99","35.27","31.76","30.02"
"2010/01/05","罚标","NOx","21.86","20.5","22.12","25.33","34.75","38.21","44.31","46.14","50.57","52.5","39.49","53.24","68.92","45.43","26.2","24.14","28.24","29.84","35.41","38.2","43.37","40.26","39.18","38"
"2010/01/05","罚标","O3","17.7","16.6","11.7","6.5","3.4","4.8#","2.6","3.4","4.8","7.7","15.9","20.6","45.2","72.6","63.7","72.1","57.2","37.9","24.9","16.5","6.5","4.7","3.3","2.6"
"2010/01/05","罚标","PM10","215","206","208","192","198","203","206","199","200","208","203","187","179","199","199","174","149","135","151","166","176","169","145","132"
"2010/01/05","罚标","PM2.5","125","121","119","121","129","127","129","130","131","129","116","108","107","122","116","101","76","66","54","56","59","66","64","59"
"2010/01/05","罚标","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/05","罚标","RH","86.15","87.07","88.19","88.65","86.77","84.98","86.79","85.85","84.13","80.87","72.31","64.9","56.05","60.7","63.52","59.18","59.45","63.21","66.3","70.38","74.19","77.92","81.22","82.45"
"2010/01/05","罚标","SO2","2.8","2.6","2.5","4.3","6.2","6.3","4.9","3.9","5.4","5.2","4.4","8.3","20.3","10.8","8.1","8.3","6.1","4.4","4.5","5.7","6.4","5","4.8","5.3"
"2010/01/05","罚标","THC","2.027","2.016","2.109","2.187","2.258","2.202","2.259","2.231","2.239","2.256","2.109","2.163","2.487","2.215","1.895","1.848","1.888","1.882","1.935","1.992","2.024","2.013","2","2.064"
"2010/01/05","罚标","WD_HR","325.58","312.41","312.79","319.73","310.27","352.56","330.98","325.18","311.8","11.26","319.03","329.01","244.94","258.85","293","301.25","307.24","308.54","314.48","306.42","316.88","354.37","305.08","307.41"
"2010/01/05","罚标","WIND_DIREC","10.59","305.05","302.49","320.67","309.85","324.37","338.52","303.93","319.73","51.99","292.65","48.47","257.92","271.47","295.25","312.69","296.26","316.57","293.55","299.65","348.69","321.01","317.39","314.37"
"2010/01/05","罚标","WIND_SPEED","1.48","1.28","1.95","1.45","2.25","1.97","1.25","2.13","2.47","1.56","1.19",".94","2.12","3.32","3.27","2.7","3.32","2.82","1.65","2.14","2.46","1.36","1.91","3.81"
"2010/01/05","罚标","WS_HR",".99","1.05","1.28","1.19","1.16",".84","1.03",".99","1.32","1",".74",".34",".75","2.64","3.32","2.78","2.38","1.62","1.13","1.57","1.18",".57","1.54","1.7"
"2010/01/06","罚标","AMB_TEMP","14.84","14.73","14.91","14.71","14.79","14.83","14.95","15.43","15.79","17.42","18.69","18.97","18.74","18.87","19.52","20.17","18.75","17.93","17.45","17.18","16.93","16.41","16.06","15.44"
"2010/01/06","罚标","CH4","1.854","1.807","1.893","1.884","1.857","1.803","1.804","1.815","1.879","1.863","1.812","1.805","1.763","1.736","1.701","1.659","1.711","1.753","1.747","1.738","1.741","1.745","1.767","1.798"
"2010/01/06","罚标","CO",".53",".51",".56",".53",".52",".53",".57",".76",".73",".68",".64",".63",".54",".5",".49",".4",".51",".61",".59",".53",".52",".49",".56",".51"
"2010/01/06","罚标","NMHC",".219",".228",".258",".216",".209",".208",".224",".293",".297",".266",".258",".257",".211",".174",".143",".111",".211",".268",".241",".222",".231",".24",".281",".296"
"2010/01/06","罚标","NO","13.8","12.17","12.8","12.36","11.02","11.98","15.86","30.21","29.54","24.49","16.81","11.92","10.88","12.57","5.84","2.64","3.71","8.59","11.36","7.58","8.52","10.8","17.72","13.82"
"2010/01/06","罚标","NO2","29.82","28.09","27.85","27.23","26.24","26","24.83","24.22","23.86","26.76","28.99","29.75","24.87","22.67","20.98","17.16","27.87","37.26","35.29","34.63","33.96","31.29","30.12","28.52"
"2010/01/06","罚标","NOx","43.62","40.26","40.64","39.59","37.26","37.98","40.69","54.44","53.4","51.25","45.8","41.67","35.74","35.24","26.82","19.81","31.58","45.85","46.64","42.21","42.48","42.09","47.84","42.34"
"2010/01/06","罚标","O3","2.2","2.1","2.3","2.2","2.1","3.5#","2.3","3.3","5.5","10.1","16.1","22.5","21.5","19.6","27.6","31.6","17.9","4.1","2.8","3.1","2.4","2.1","2.2","2.1"
"2010/01/06","罚标","PM10","120","100","87","79","76","73","65","73","81","98","111","118","123","113","101","76","72","70","74","67","67","57","60","57"
"2010/01/06","罚标","PM2.5","58","49","51","39","43","32","35","35","44","57","57","66","61","68","56","48","42","39","39","37","41","41","37","23"
"2010/01/06","罚标","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/06","罚标","RH","83.02","82.92","82.46","82.46","81.9","81.44","81.85","80.74","79.87","73.79","69.25","67.46","68.75","69.77","66.78","64.22","74.17","79.82","81.59","82.3","83.07","83.8","84.71","85.57"
"2010/01/06","罚标","SO2","6","5","4.8","5","5.1","4.5","3.6","4.2","5.2","5.7","4.9","6.1","4.9","2.9","1.9","1.7","2.6","3","3.1","3.6","2.9","3","3.5","4.2"
"2010/01/06","罚标","THC","2.073","2.035","2.15","2.1","2.066","2.011","2.029","2.107","2.176","2.129","2.07","2.063","1.974","1.909","1.845","1.769","1.922","2.021","1.988","1.96","1.972","1.984","2.048","2.094"
"2010/01/06","罚标","WD_HR","335.22","338.46","302.43","319.83","36.03","344.57","338.03","326.09","309.94","307.12","313.62","312.58","310.87","311.86","307.62","13.94","318.24","315.29","313.22","314.11","354.42","317.47","310.53","304.35"
"2010/01/06","罚标","WIND_DIREC","46.89","295.52","317.64","331.74","45.82","315.9","44.48","306.68","316.3","308.96","308.29","308.27","301.19","319.03","27.77","312.73","300.25","319.17","318.94","330.79","311.68","341.75","327.36","304.47"
"2010/01/06","罚标","WIND_SPEED","2.12","2.16","2.52","1.75","2.28","2.04","1.36","1.93","2.7","3","4.01","4.08","4.72","3.67","3.46","4.02","2.48","3.23","3.01","2.63","2.9","1.45","1.72","2.86"
"2010/01/06","罚标","WS_HR","1.11",".97","1.78","1.28","1.66",".64",".99","1.2","1.33","1.66","2.02","2.3","2.64","2.55","1.13",".93","1.2","1.72","1.46","1.62",".86","1.42","1.48","1.43"
"2010/01/07","罚标","AMB_TEMP","15.04","14.87","14.99","14.83","14.59","14.51","14.42","14.48","15.53","17.28","18.99","20.26","20.76","21.52","21.51","21.46","21","19.54","18.96","18.35","17.5","17","16.56","16.31"
"2010/01/07","罚标","CH4","1.797","1.799","1.786","1.793","1.777","1.794","1.81","1.803","1.791","1.771","1.786","1.813","1.811","1.772","1.754","1.718","1.709","1.698","1.737","1.747","1.754","1.749","1.785","1.787"
"2010/01/07","罚标","CO",".46",".46",".43",".42",".43",".45",".54",".61",".6",".61",".64",".83",".75",".62",".55",".5",".55",".73",".82",".64",".59",".56",".54",".51"
"2010/01/07","罚标","NMHC",".253",".22",".208",".225",".21",".192",".198",".26",".271",".476",".393",".446",".526",".322",".239",".206",".34",".348",".381",".287",".231",".223",".234",".209"
"2010/01/07","罚标","NO","12.85","15.39","16.86","15.19","11.15","15.78","26.58","30.65","25.61","18.44","22.39","21.61","10.66","6.56","3.92","3.84","3.22","2.76","3.74","2.89","3.03","3.44","6.09","6.22"
"2010/01/07","罚标","NO2","28.23","26.94","25.82","24.69","25.03","23.85","23.16","22.77","22.94","27.08","29.45","45.03","41.31","36.2","32.43","29.11","27.82","29.15","43.65","40.01","34.22","34.75","34.91","32.13"
"2010/01/07","罚标","NOx","41.08","42.33","42.68","39.88","36.18","39.63","49.74","53.42","48.56","45.52","51.85","66.64","51.96","42.75","36.35","32.95","31.04","31.91","47.39","42.9","37.24","38.18","41.01","38.35"
"2010/01/07","罚标","O3","2.1","2","2","2","2.1","4#","2.4","3.6","5.4","9.7","11.9","18.8","38.8","45.3","43.7","41.6","37","31.4","10.1","9","8.7","5.4","3.1","2.8"
"2010/01/07","罚标","PM10","59","51","48","58","61","67","56","59","51","71","79","107","118","127","115","108","96","100","108","131","128","124","102","97"
"2010/01/07","罚标","PM2.5","25","22","32","31","33","32","29","31","35","40","46","65","70","75","63","61","57","46","41","47","48","56","48","48"
"2010/01/07","罚标","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/07","罚标","RH","84.32","84.36","85.08","86.04","85.96","86.62","86.92","86.9","83.76","79.07","73.86","68.3","65.29","61.74","61.68","61.67","64.49","70.6","70.77","71.9","74.13","75.66","77.42","78.54"
"2010/01/07","罚标","SO2","5.2","3.5","2.9","2.6","3.8","3.1","3.2","3.5","3.7","4.1","8.6","21","8.5","7.4","6.1","5.9","5.4","4.1","6.2","5","5","5.9","5.2","5.9"
"2010/01/07","罚标","THC","2.05","2.019","1.994","2.019","1.987","1.986","2.008","2.063","2.063","2.247","2.179","2.259","2.337","2.094","1.992","1.923","2.049","2.046","2.118","2.033","1.985","1.973","2.019","1.996"
"2010/01/07","罚标","WD_HR","310.29","316.76","348.16","307.6","308.67","321.06","326.53","327","16.71","339.52","343.3","281.57","279.65","320.79","297.35","303.47","284.43","294.11","306.68","314.33","311.79","304","318.69","17.4"
"2010/01/07","罚标","WIND_DIREC","320.24","310.88","332.98","300.47","314.93","322.35","322.91","333.31","27.9","333.92","345.69","261.33","286.89","323.42","296.6","302.26","283.86","300.54","319.77","302.62","303.13","312.45","324.84","13.6"
"2010/01/07","罚标","WIND_SPEED","2.44","1.9","1.43","2.42","2.57","2.06","1.57","1.88","1.29","1.37","1.35","2.34","2.45","2.44","2.95","2.27","2.06","2.11","1.62","2.12","2.16","2.38","2.12","1.17"
"2010/01/07","罚标","WS_HR","1.53","1.32",".78","1.7","1.66","1.1","1.16","1.12",".78",".84",".67","1.77","1.95","1.13","2.13","1.99","2.17","2.55","1.08","1.18","1.41","1.13","1.35",".97"
"2010/01/08","罚标","AMB_TEMP","16.09","15.98","15.81","15.47","15.27","14.79","14.64","14.71","15.16","15.68","16.03","16.67","17.54","18.85","18.24","18.05","16.93","15.59","15.14","14.87","14.53","14.52","14.27","13.9"
"2010/01/08","罚标","CH4","1.791","1.832","1.854","1.82","1.791","1.812","1.821","1.83","1.797","1.754","1.787","1.765","1.687","1.686","1.698","1.707","1.717","1.711","1.714","1.72","1.724","1.732","1.745","1.731"
"2010/01/08","罚标","CO",".53",".57",".51",".48",".46",".48",".5",".62",".63",".53",".54",".53",".39",".36",".37",".44",".53",".55",".55",".61",".58",".57",".55",".51"
"2010/01/08","罚标","NMHC",".2",".244",".267",".237",".215",".215",".252",".277",".251",".234",".239",".241",".129",".083",".1",".147",".199",".201",".186",".188",".183",".188",".176",".168"
"2010/01/08","罚标","NO","12.51","18.96","15.09","12.68","11.8","18.52","23.43","27.94","29.72","17.62","22.14","17.89","8.63","4.99","5.92","7.36","7.88","3.97","3.78","3.65","3.03","3.12","2.7","1.58"
"2010/01/08","罚标","NO2","32.12","32.21","31.79","28.81","27.4","25.46","23.92","23.77","25.02","23.1","21.66","25.89","18.72","16.3","19.07","22.29","27.63","28.82","29.21","27.05","24.76","25.57","26.1","22.26"
"2010/01/08","罚标","NOx","44.64","51.18","46.89","41.49","39.19","43.98","47.35","51.71","54.74","40.73","43.8","43.78","27.35","21.29","24.99","29.65","35.51","32.8","32.98","30.7","27.79","28.69","28.8","23.84"
