表36、青年勞工離開第一份工作的原因,,,,,,,,,,,─按性別、年齡、教育程度別分,,,,,,,,,,,
,,,,,,,,,中華民國,,97年10月,,,,,,,,,,,單位：人，%，月
  高中(職)," 1,276 ", 100.00 , 28.19 , 71.81 , 16.92 , 14.57 , 6.64 , 10.19 , 19.03 ,, 5.03 , 6.07 , 4.28 , 6.80 , 4.54 , 1.17 , 2.08 , 5.32 , 6.16 , 3.90 , 10.96 , 8.31 
  專科, 643 , 100.00 , 26.86 , 73.14 , 18.82 , 19.39 , 6.81 , 9.25 , 17.58 ,, 5.71 , 6.19 , 3.93 , 7.55 , 4.09 , 0.45 , 1.08 , 9.79 , 4.29 , 1.86 , 8.26 , 8.91 
  大學," 1,627 ", 100.00 , 44.28 , 55.72 , 14.91 , 19.53 , 8.20 , 8.43 , 11.90 ,, 7.50 , 4.33 , 1.96 , 5.76 , 3.80 , 0.24 , 1.40 , 5.58 , 5.98 , 1.11 , 6.21 , 8.13 
  碩士及以上, 222 , 100.00 , 66.88 , 33.12 , 7.75 , 11.03 , 2.99 , 1.32 , 5.97 ,, 8.49 , 1.43 , 0.31 , 3.79 , 3.20 , 0.23 , - , 4.59 , 3.44 , - , 4.81 , 6.69 
 專科以上科系別,,,,,,,,,,,,,,,,,,,,,,
  理、工、醫、農, 903 , 100.00 , 46.78 , 53.22 , 14.58 , 17.27 , 5.48 , 7.82 , 12.05 ,, 6.28 , 3.51 , 2.86 , 4.78 , 4.84 , 0.22 , 0.77 , 6.89 , 5.60 , 2.59 , 3.84 , 8.94 
  商、管、教育、法、文," 1,377 ", 100.00 , 39.42 , 60.58 , 15.85 , 19.05 , 8.50 , 7.17 , 13.42 ,, 7.46 , 5.34 , 1.80 , 7.25 , 3.51 , 0.24 , 1.25 , 6.28 , 5.02 , 0.48 , 7.76 , 8.53 
  傳播、藝術, 118 , 100.00 , 43.98 , 56.02 , 12.76 , 16.48 , 9.01 , 10.06 , 10.89 ,, 8.08 , 5.69 , 5.46 , 2.69 , 3.36 , 0.50 , 2.19 , 3.30 , 6.61 , - , 8.58 , 7.02 
  其他, 158 , 100.00 , 33.45 , 66.55 , 15.34 , 20.67 , 4.96 , 13.85 , 13.04 ,, 7.04 , 4.47 , 0.56 , 4.58 , 3.02 , 0.87 , 1.85 , 10.65 , 3.30 , - , 11.55 , 7.18 
說明1：本問項可複選，故細項合計大於等於合計欄。,,,,,,,,,,,,,,,,,,,,,,
說明2：科系可複選，故細項合計大於專科及以上之合計。,,,,,,,,,,,,,,,,,,,,,,
表47、青年勞工離開第一份工作的原因,,,,,,,,,,,─按工作地區、行業、規模別分,,,,,,,,,,,
,,,,,,,,,中華民國,,97年10月,,,,,,,,,,,單位：人，%，月
項    目    別,樣 本 數,合計,"目前工作
為第一份
工作",不是第一份工作，離開的原因,,,,,,,,,,,,,,,,,,
,,,,計,"待遇及
福利差","工作無
發展前景",性向不合,"工作環境
不佳"," 想更換
工作地點",,"個人技能
無法有效
發揮","公司經營
困難","家庭或
健康因素","工作太累
壓力大","與同事或
主管相處
困難","想自行
開創事業",被解僱,準備考試,工時太長,當兵,其他,"平均第一
份工作做
幾個月"
,,,,,,,,,,,,,,,,,,,,,,
總                                 計," 4,012 ", 100.00 , 37.30 , 62.70 , 15.86 , 16.93 , 7.28 , 8.74 , 15.15 ,, 6.15 , 5.14 , 3.12 , 6.33 , 4.17 , 0.55 , 1.63 , 5.99 , 5.57 , 2.09 , 8.03 , 8.26 
  工作地區別,,,,,,,,,,,,,,,,,,,,,,
  台北市 ," 1,182 ", 100.00 , 37.63 , 62.37 , 14.62 , 18.05 , 7.85 , 7.90 , 15.26 ,, 7.17 , 6.00 , 2.09 , 6.69 , 3.54 , 0.31 , 1.97 , 6.72 , 6.37 , 1.05 , 8.04 , 8.16 
  高雄市  , 229 , 100.00 , 40.70 , 59.30 , 19.03 , 22.61 , 7.70 , 10.83 , 12.61 ,, 5.58 , 6.96 , 1.92 , 7.77 , 6.26 , 1.75 , 0.52 , 5.54 , 5.67 , 3.35 , 5.17 , 10.34 
  北    區," 1,287 ", 100.00 , 39.06 , 60.94 , 14.11 , 15.78 , 6.99 , 8.21 , 14.93 ,, 5.66 , 5.04 , 4.00 , 5.19 , 4.02 , 0.57 , 2.05 , 5.64 , 4.58 , 2.20 , 7.39 , 7.50 
  中    區, 771 , 100.00 , 33.07 , 66.93 , 19.08 , 16.87 , 8.82 , 8.84 , 17.34 ,, 6.32 , 4.32 , 3.00 , 6.68 , 4.74 , 0.79 , 0.59 , 5.79 , 5.94 , 2.34 , 8.48 , 9.03 
  南    區, 508 , 100.00 , 37.80 , 62.20 , 16.82 , 14.90 , 4.24 , 10.83 , 12.72 ,, 5.14 , 3.82 , 3.66 , 6.99 , 4.13 , 0.23 , 1.81 , 5.54 , 5.52 , 3.21 , 10.21 , 8.10 
  東    區, 35 , 100.00 , 25.62 , 74.38 , 16.66 , 14.46 , 5.73 , 10.08 , 22.80 ,, 4.50 , 5.51 , 8.59 , 9.56 , 5.56 , - , 2.68 , 7.87 , 6.58 , 3.30 , 7.93 , 10.16 
  行業別,,,,,,,,,,,,,,,,,,,,,,
  農林漁牧業, 3 , 100.00 , 55.88 , 44.12 , 7.43 , 11.75 , 4.40 , 1.54 , 17.47 ,, 10.28 , 2.85 , 5.35 , 3.85 , 3.60 , - , 0.42 , 6.04 , 14.98 , - , 2.54 , 12.40 
  礦業及土石採取業, 1 , 100.00 , 17.32 , 82.68 , 23.79 , 19.28 , 10.03 , 13.49 , 32.50 ,, 4.54 , - , 10.22 , 6.75 , 8.65 , 2.78 , 2.51 , 12.04 , 5.21 , 4.88 , - , 8.40 
  製造業," 1,334 ", 100.00 , 38.89 , 61.11 , 16.88 , 17.38 , 7.63 , 9.56 , 13.71 ,, 6.05 , 4.84 , 3.34 , 6.31 , 3.29 , 0.27 , 1.02 , 4.88 , 4.13 , 2.73 , 7.31 , 8.66 
  水電燃氣業 , 5 , 100.00 , 38.19 , 61.81 , 14.79 , 16.37 , 5.84 , 8.62 , 9.52 ,, 7.70 , 1.16 , 2.15 , 6.51 , - , - , 5.99 , 10.59 , 5.93 , 2.57 , 9.42 , 9.32 
  營造業, 135 , 100.00 , 28.98 , 71.02 , 14.88 , 20.14 , 12.33 , 8.78 , 19.41 ,, 7.65 , 7.53 , 1.62 , 4.14 , 4.80 , - , 3.68 , 6.99 , 10.37 , 3.16 , 8.60 , 7.98 
  批發及零售業," 1,154 ", 100.00 , 34.48 , 65.52 , 14.10 , 16.44 , 6.48 , 7.94 , 16.38 ,, 5.90 , 5.31 , 3.70 , 6.02 , 4.99 , 0.49 , 1.65 , 5.82 , 6.06 , 1.75 , 9.74 , 7.71 
  住宿及餐飲業, 293 , 100.00 , 33.89 , 66.11 , 12.31 , 16.62 , 4.07 , 9.43 , 15.74 ,, 6.48 , 6.67 , 3.52 , 5.68 , 5.72 , 2.37 , 4.80 , 9.77 , 5.03 , 1.51 , 11.05 , 7.34 
  運輸、倉儲及通信業, 115 , 100.00 , 39.16 , 60.84 , 19.74 , 18.39 , 6.16 , 6.46 , 11.88 ,, 6.58 , 7.82 , 2.89 , 6.19 , 4.40 , 0.44 , - , 6.20 , 5.95 , 5.13 , 5.43 , 8.65 
  金融及保險業, 176 , 100.00 , 37.37 , 62.63 , 19.30 , 20.90 , 12.99 , 9.25 , 15.08 ,, 6.98 , 3.81 , 1.18 , 7.51 , 1.53 , 0.27 , 0.27 , 5.96 , 6.07 , 0.27 , 7.67 , 8.99 
  不動產及租賃業, 51 , 100.00 , 29.56 , 70.44 , 17.92 , 16.17 , 13.39 , 13.77 , 15.00 ,, 9.15 , 3.80 , 3.53 , 5.82 , 4.97 , 1.71 , 2.00 , 8.78 , 7.25 , - , 15.50 , 7.75 
  專業科學及技術服務業, 244 , 100.00 , 41.65 , 58.35 , 20.24 , 16.39 , 7.89 , 8.85 , 15.74 ,, 5.02 , 4.77 , 1.26 , 4.14 , 5.15 , 0.54 , 0.45 , 3.50 , 5.45 , 3.01 , 5.51 , 8.45 
  教育服務業, 32 , 100.00 , 55.44 , 44.56 , 15.76 , 16.92 , 5.99 , 8.75 , 5.90 ,, 9.97 , 2.49 , 1.51 , 5.49 , 4.96 , - , 1.80 , 4.43 , 1.86 , - , 4.05 , 5.88 
  醫療保健及社會福利服務業, 138 , 100.00 , 47.75 , 52.25 , 12.16 , 10.19 , 4.69 , 10.56 , 13.25 ,, 6.37 , 3.34 , 4.57 , 9.92 , 4.80 , - , 0.99 , 9.12 , 7.04 , - , 4.53 , 10.34 
  文化運動及休閒服務業, 82 , 100.00 , 40.42 , 59.58 , 17.06 , 17.71 , 4.59 , 4.40 , 17.27 ,, 4.84 , 7.74 , 2.84 , 4.34 , 4.42 , 1.73 , 1.94 , 3.56 , 4.76 , 0.82 , 7.33 , 7.14 
  其他服務業, 212 , 100.00 , 37.04 , 62.96 , 15.85 , 16.09 , 8.07 , 7.21 , 16.97 ,, 6.77 , 3.44 , 2.27 , 10.93 , 3.42 , 0.65 , 2.61 , 8.42 , 8.56 , 1.44 , 4.42 , 9.31 
  公共行政業, 37 , 100.00 , 40.05 , 59.95 , 17.30 , 16.06 , 2.67 , 7.31 , 15.33 ,, 2.69 , 6.47 , 2.69 , 5.52 , 1.86 , - , 5.14 , 9.86 , 5.47 , 2.69 , 9.31 , 6.60 
  規模別,,,,,,,,,,,,,,,,,,,,,,
  29人以下," 1,388 ", 100.00 , 35.19 , 64.81 , 14.84 , 14.73 , 7.19 , 8.21 , 16.36 ,, 5.75 , 6.33 , 3.51 , 6.81 , 4.41 , 0.65 , 1.92 , 5.92 , 5.87 , 2.39 , 8.55 , 7.55 
  30人～49人, 304 , 100.00 , 33.98 , 66.02 , 14.32 , 16.95 , 5.13 , 8.85 , 16.53 ,, 3.11 , 4.53 , 4.20 , 5.41 , 2.37 , 0.31 , 3.52 , 5.36 , 7.95 , 2.12 , 9.58 , 9.04 
  50人～199人, 678 , 100.00 , 33.70 , 66.30 , 18.60 , 21.06 , 8.42 , 9.30 , 14.38 ,, 7.10 , 4.91 , 3.36 , 6.48 , 4.15 , 0.88 , 1.73 , 6.10 , 6.57 , 3.24 , 6.98 , 9.39 
  200人～499人, 434 , 100.00 , 35.47 , 64.53 , 17.24 , 17.69 , 6.25 , 10.70 , 14.53 ,, 7.21 , 3.94 , 3.91 , 7.69 , 4.26 , 0.31 , 0.66 , 5.45 , 4.95 , 2.03 , 9.98 , 9.11 
  500人以上," 1,208 ", 100.00 , 43.25 , 56.75 , 15.38 , 16.84 , 7.64 , 8.30 , 14.05 ,, 6.47 , 4.50 , 1.99 , 5.43 , 4.34 , 0.41 , 1.13 , 6.35 , 4.28 , 1.12 , 6.92 , 7.88 
說明：本問項可複選，故細項合計大於等於合計欄。,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
表48、青年勞工離開第一份工作的原因,,,,,,,,,,,─按職業、工作性質、工作年資、每月收入別分,,,,,,,,,,,
,,,,,,,,,中華民國,,97年10月,,,,,,,,,,,單位：人，%，月
項    目    別,樣 本 數,合計,"目前工作
為第一份
工作",不是第一份工作，離開的原因,,,,,,,,,,,,,,,,,,
,,,,計,"待遇及
福利差","工作無
發展前景",性向不合,"工作環境
不佳"," 想更換
工作地點",,"個人技能
無法有效
發揮","公司經營
困難","家庭或
健康因素","工作太累
壓力大","與同事或
主管相處
困難","想自行
開創事業",被解僱,準備考試,工時太長,當兵,其他,"平均第一
份工作做
幾個月"
,,,,,,,,,,,,,,,,,,,,,,
總                                 計," 4,012 ", 100.00 , 37.30 , 62.70 , 15.86 , 16.93 , 7.28 , 8.74 , 15.15 ,, 6.15 , 5.14 , 3.12 , 6.33 , 4.17 , 0.55 , 1.63 , 5.99 , 5.57 , 2.09 , 8.03 , 8.26 
  職業別,,,,,,,,,,,,,,,,,,,,,,
  行政、企業主管及經理人員, 62 , 100.00 , 52.45 , 47.55 , 12.25 , 10.26 , 6.65 , 7.40 , 15.63 ,, 3.26 , 3.63 , - , 3.26 , 2.90 , 0.82 , - , 0.94 , - , 1.53 , 7.44 , 5.12 
  專業人員, 548 , 100.00 , 52.11 , 47.89 , 11.89 , 14.68 , 5.86 , 7.08 , 11.60 ,, 7.99 , 3.25 , 1.74 , 4.62 , 4.28 , 0.11 , 0.33 , 5.58 , 5.15 , 2.40 , 4.35 , 8.70 
  技術員及助理專業人員, 862 , 100.00 , 34.86 , 65.14 , 18.41 , 22.19 , 7.81 , 11.36 , 13.21 ,, 8.00 , 5.12 , 2.93 , 7.05 , 5.09 , 0.22 , 1.42 , 6.40 , 5.28 , 2.61 , 6.52 , 9.04 
  事務工作人員," 1,072 ", 100.00 , 33.29 , 66.71 , 15.95 , 18.59 , 8.51 , 8.37 , 15.76 ,, 7.36 , 6.05 , 2.72 , 7.36 , 3.67 , 0.12 , 2.21 , 7.43 , 6.73 , 0.18 , 8.34 , 8.16 
  服務工作人員及售貨員, 858 , 100.00 , 36.21 , 63.79 , 15.27 , 14.26 , 5.46 , 7.79 , 18.22 ,, 4.21 , 6.84 , 4.43 , 6.16 , 3.96 , 1.69 , 1.46 , 6.01 , 5.96 , 1.77 , 9.95 , 7.48 
  農林漁牧工作人員, 7 , 100.00 , 34.54 , 65.46 , - , 14.72 , 14.72 , 31.73 , 18.21 ,, 0.44 , 10.48 , 0.93 , 28.39 , 17.63 , - , - , 0.64 , 14.28 , - , 5.93 , 10.40 
  技術工及有關工作人員, 226 , 100.00 , 37.49 , 62.51 , 13.01 , 11.95 , 10.75 , 7.94 , 14.30 ,, 3.73 , 4.29 , 2.16 , 2.09 , 2.30 , 1.03 , 2.76 , 4.07 , 4.25 , 7.12 , 7.61 , 9.24 
  機械設備操作及組裝工, 244 , 100.00 , 33.28 , 66.72 , 21.90 , 13.66 , 6.32 , 11.66 , 16.57 ,, 1.91 , 2.36 , 4.20 , 7.26 , 4.35 , 0.42 , 1.56 , 2.90 , 5.17 , 3.82 , 10.88 , 8.07 
  非技術工及體力工, 133 , 100.00 , 31.71 , 68.29 , 15.05 , 13.54 , 7.13 , 2.99 , 15.95 ,, 3.03 , 1.76 , 6.15 , 7.17 , 6.03 , - , 3.90 , 4.69 , 2.34 , 3.62 , 13.83 , 7.35 
  工作型態,,,,,,,,,,,,,,,,,,,,,,
  全日工作," 3,571 ", 100.00 , 36.71 , 63.29 , 16.18 , 17.53 , 7.62 , 8.77 , 14.90 ,, 6.30 , 5.27 , 2.98 , 6.25 , 4.13 , 0.58 , 1.64 , 5.50 , 5.51 , 2.25 , 8.08 , 8.34 
  部分工時工作, 441 , 100.00 , 42.14 , 57.86 , 13.25 , 12.01 , 4.50 , 8.44 , 17.13 ,, 4.94 , 4.13 , 4.26 , 6.96 , 4.50 , 0.31 , 1.60 , 9.90 , 6.02 , 0.84 , 7.56 , 7.47 
  僱用類型,,,,,,,,,,,,,,,,,,,,,,
  一般員工," 3,833 ", 100.00 , 37.79 , 62.21 , 15.81 , 16.95 , 7.13 , 8.74 , 14.73 ,, 6.06 , 5.25 , 3.08 , 6.40 , 4.12 , 0.54 , 1.68 , 5.73 , 5.54 , 2.00 , 8.12 , 8.14 
  派遣員工, 179 , 100.00 , 26.82 , 73.18 , 16.97 , 16.39 , 10.39 , 8.76 , 24.14 ,, 8.05 , 2.96 , 4.05 , 4.77 , 5.42 , 0.73 , 0.76 , 11.40 , 6.27 , 4.07 , 6.02 , 10.54 
  工作年資別,,,,,,,,,,,,,,,,,,,,,,
  未滿1年, 247 , 100.00 , 88.63 , 11.37 , 2.02 , 2.85 , 1.64 , 2.45 , 5.09 ,, 0.30 , - , 0.52 , 1.68 , 0.32 , - , - , 1.62 , - , - , 2.55 , 2.54 
  1~未滿3年," 1,340 ", 100.00 , 57.39 , 42.61 , 10.34 , 11.06 , 5.50 , 5.70 , 8.95 ,, 4.34 , 2.59 , 2.07 , 5.22 , 3.26 , 0.35 , 1.04 , 5.40 , 4.75 , 1.25 , 6.76 , 5.93 
  3~未滿6年," 1,448 ", 100.00 , 26.15 , 73.85 , 19.80 , 22.54 , 8.86 , 11.59 , 18.33 ,, 8.34 , 5.20 , 3.76 , 7.63 , 5.02 , 0.60 , 2.01 , 6.12 , 7.06 , 2.32 , 7.26 , 7.92 
  6~未滿10年, 766 , 100.00 , 13.39 , 86.61 , 21.80 , 20.05 , 9.62 , 10.08 , 21.49 ,, 8.20 , 9.48 , 4.16 , 7.54 , 5.28 , 1.14 , 2.47 , 7.27 , 6.35 , 3.09 , 11.91 , 9.87 
  10年及以上, 211 , 100.00 , 12.91 , 87.09 , 18.51 , 20.85 , 5.78 , 10.96 , 21.35 ,, 2.05 , 11.21 , 4.67 , 5.46 , 4.69 , - , 1.70 , 9.23 , 4.21 , 4.75 , 13.62 , 12.06 
  每月工作收入別  ,,,,,,,,,,,,,,,,,,,,,,
"  未滿17,280元", 337 , 100.00 , 42.37 , 57.63 , 10.69 , 7.96 , 4.19 , 5.16 , 15.96 ,, 3.11 , 4.92 , 4.71 , 6.19 , 3.88 , 0.14 , 3.49 , 11.71 , 5.34 , 1.16 , 9.76 , 7.70 
"  17,280 ~未滿2萬元", 309 , 100.00 , 37.03 , 62.97 , 14.41 , 13.28 , 7.15 , 6.03 , 15.58 ,, 2.61 , 6.27 , 5.57 , 8.33 , 3.75 , - , 1.20 , 5.35 , 6.78 , 2.12 , 9.50 , 10.63 
  2萬~未滿2萬5千元, 792 , 100.00 , 34.92 , 65.08 , 16.27 , 15.40 , 7.31 , 10.01 , 18.06 ,, 5.68 , 5.03 , 3.90 , 7.24 , 3.75 , 0.40 , 1.89 , 7.08 , 4.77 , 1.60 , 7.48 , 8.11 
  2萬5千~未滿3萬元," 1,021 ", 100.00 , 34.02 , 65.98 , 18.05 , 18.67 , 7.12 , 9.83 , 15.86 ,, 6.32 , 5.20 , 3.34 , 7.69 , 5.59 , 1.09 , 1.94 , 5.57 , 6.11 , 2.13 , 8.81 , 8.21 
  3萬~未滿3萬元5千元, 785 , 100.00 , 35.31 , 64.69 , 14.88 , 19.90 , 7.69 , 9.73 , 15.00 ,, 7.91 , 6.13 , 2.85 , 5.13 , 3.56 , 0.69 , 1.11 , 4.36 , 6.83 , 2.97 , 6.61 , 8.28 
  3萬5千元~未滿4萬元, 357 , 100.00 , 35.00 , 65.00 , 20.88 , 23.12 , 9.29 , 11.51 , 12.11 ,, 10.61 , 4.82 , 0.95 , 6.27 , 4.64 , - , 1.56 , 7.76 , 5.79 , 2.55 , 7.70 , 7.27 
  4萬~未滿4萬5千元, 204 , 100.00 , 49.34 , 50.66 , 12.33 , 13.82 , 5.41 , 3.86 , 11.41 ,, 5.26 , 4.92 , 0.37 , 2.04 , 1.38 , 0.47 , 0.51 , 2.61 , 2.11 , 0.29 , 9.66 , 7.25 
  4萬5千元~未滿5萬元, 100 , 100.00 , 59.57 , 40.43 , 5.96 , 13.94 , 8.83 , 1.67 , 4.80 ,, 4.42 , - , - , 3.55 , 3.89 , 0.95 , - , 2.74 , 2.60 , 5.20 , 6.31 , 8.18 
  5萬元以上, 107 , 100.00 , 49.72 , 50.28 , 18.70 , 16.59 , 10.96 , 7.40 , 10.84 ,, 3.34 , 1.95 , 0.55 , 0.97 , 4.52 , - , - , 1.13 , 2.89 , 0.84 , 4.87 , 10.00 
說明：本問項可複選，故細項合計大於等於合計欄。,,,,,,,,,,,,,,,,,,,,,,
