"ら戳","代","代兜","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2010/01/03","窾地","RAINFALL",".6",".4",".4","1","1.2","2.6","1.4",".2",".2",".2","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/03","窾地","RH","92.54","92.28","92.98","93.61","93.87","94.29","94.17","94.34","91.75","89.39","87.09","78.88","73.49","74.28","77.86","80.27","78.2","79.26","78.56","75.01","75.31","75.69","77.47","79.18"
"2010/01/03","窾地","SO2","1.3","1.4","1.3","1.7","1.1","1.2","1.4","1.3","1.4","3.3","4.6","5","5.1","5.4","5.4","5.4","5.8","4.7","3","2.7","2.7","2.6","2.9","4.4"
"2010/01/03","窾地","WD_HR","315.85","272.94","192.15","192.4","155.13","224.83","183.83","146.18","100.01","135.12","129.95","116.62","107.35","113.85","128.89","127.04","111.43","131.33","114.13","105.97","99.64","105.09","100.3","117.19"
"2010/01/03","窾地","WIND_DIREC","320.38","210.17","204.14","207.21","197.6","237.7","159.6","137.79","53.86","125.69","119.68","103.78","117.27","127.49","134.79","111.16","107.81","138.75","102.35","101.5","102.7","111.66","97.58","167.13"
"2010/01/03","窾地","WIND_SPEED","1.74",".92","1.29",".65",".87","1.69","2.15","1.76",".88","1.07","2.03","2.35","2.37","2.04","2.57","2.53","2.75","2.24","2.39","2.53","2.84","2.32","2.39","1.44"
"2010/01/03","窾地","WS_HR","1.78",".47","1.11",".49",".89",".75",".8","1.43","1.04",".99","1.17","2","2.19","2.34","2.3","2.58","2.55","1.95","2.63","2.57","2.84","2.31","2.33","1.43"
"2010/01/04","窾地","AMB_TEMP","15.66","15.59","15.35","15.01","14.92","14.59","14.28","14.79","15.91","17.62","19.01","20.41","20.76","21.97","22.14","20.7","19.22","18.68","17.91","17.26","17.31","17.48","17.63","17.66"
"2010/01/04","窾地","CO",".87",".73",".72",".84",".96",".89",".92","1.82","1.96","2","1.33","1.18",".81",".87",".76",".78","1.04","1.09","1.33","1.09",".98","1.03","1.14",".93"
"2010/01/04","窾地","NO","2.62","2.34","2.4","4.59","7.22","16.12","29.13","71.05","47.06","41.22","22.86","20.64#","7.53","5.39","3.64","2.24","1.97","2.63","5.82","3.34","2.89","3.38","4.89","3.96"
"2010/01/04","窾地","NO2","28.89","22.5","20.49","26.37","27.38","25.57","21.27","24.54","30.79","53.47","51.12","62.18#","28.27","26.88","23.51","23.11","31.97","39.39","40.83","37.7","34.22","34.03","39.1","33.05"
"2010/01/04","窾地","NOx","31.51","24.84","22.89","30.96","34.6","41.69","50.4","95.59","77.85","94.69","73.97","82.82#","35.8","32.26","27.15","25.34","33.94","42.02","46.65","41.04","37.1","37.4","43.99","37.02"
"2010/01/04","窾地","O3","19.1","19.4","10.9","4.7","3.3","4.3#","2.4","5.5","5.5","11","14.1","18.6","31.3","43.6","50.8","49.4","35.6","28.8","29.1","30.6","32.6","30.3","22.3","24.6"
"2010/01/04","窾地","PM10","101","78","65","56","69","75","68","65","54","66","83","123","132","124","124","121","131","127","144","147","134","117","115","110"
"2010/01/04","窾地","PM2.5","56","54","51","45","45","48","36","38","39","57","60","74","85","83","78","80","86","89","88","86","89","86","82","81"
"2010/01/04","窾地","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/04","窾地","RH","82.53","83.69","84.61","86.71","87.63","88.93","88.7","87.01","82.71","76.49","71.07","68.65","70.31","66.79","64.58","67.78","72.61","74.49","76.96","78.57","79.62","79.51","79.23","79.58"
"2010/01/04","窾地","SO2","2.1","1.6","1.6","2.1","2.8","6.2","6.4","8.1","5","13.1","15.5","14.4","7.7","6.8","5.5","4.3","3.9","8.7","6.7","6.5","4.2","3.1","3.7","3.6"
"2010/01/04","窾地","WD_HR","173.3","162.35","178.94","195.8","200.59","211","187.98","177.48","152.35","197.91","246.05","303.15","333.23","337.56","343.15","324.52","338.39","57.99","105.8","96.62","89.28","101.73","118.25","122.99"
"2010/01/04","窾地","WIND_DIREC","170.42","163.57","204.35","176.62","188.56","223.68","174.88","164.85","152.65","180.5","235.54","346.21","314.05","338.95","337.17","316.61","308.91","83.6","106.94","97.46","100.09","85.86","129.04","151.55"
"2010/01/04","窾地","WIND_SPEED","1","1.38","1.11",".88",".77",".75","1.09","1.3",".91","1.15","1.45","2.03","1.8","2.14","2.26","3.07","1.57","1.57","2.61","1.92","1.56","1.05","1.33","1.44"
"2010/01/04","窾地","WS_HR","1.51","1.26","1.25",".44",".66",".82","1.16",".99","1.06",".49",".67",".78","1.11",".66",".93","1.78",".75",".76","2.4","1.73","1.17","1.2","1.51","1.26"
"2010/01/05","窾地","AMB_TEMP","17.6","17.55","16.98","16.46","16.17","15.65","15.28","14.77","14.21","14.22","14.46","14.63","16.29","16.28","15.26","14.59","14.28","14.11","13.99","13.74","13.59","13.64","13.76","14.01"
"2010/01/05","窾地","CO",".79",".79",".69",".53",".49",".46",".52",".83","1",".72",".66",".61",".57",".58",".69",".73",".79","1.02","1.02",".96",".77",".7",".61",".48"
"2010/01/05","窾地","NO","1.64","1.49","1.12","2.3","2.21","2.35","2.91","8.53","12.78","11.81","10.66","8.67","9.36","8.76","9.23","9.24","8.99","11.42","10.5","11.69","8.21","6.45","5.99","3.97"
"2010/01/05","窾地","NO2","28.4","18.46","10.4","6.73","7","7.31","11.84","22.14","27.1","24.08","21.35","17.48","17.64","21.04","25.54","25.15","25.49","28.95","27.56","30.53","26.56","22.93","21.25","16.24"
"2010/01/05","窾地","NOx","30.04","19.96","11.52","9.04","9.21","9.66","14.75","30.68","39.88","35.89","32.01","26.15","26.99","29.8","34.77","34.39","34.48","40.37","38.06","42.22","34.77","29.39","27.23","20.22"
"2010/01/05","窾地","O3","25.3","29.3","36.1","37.1","34.2","34.9","28.6","18.4","14.3","18.2","21.9","23.4","24.9","22.1","16.4","17.3","17.5","14.6","15.1","12.5","13.5","19.6","20.4","25.4"
"2010/01/05","窾地","PM10","105","104","124","136","126","112","91","69","54","53","58","57","54","74","80","69","47","38","42","36","46","37","37","27"
"2010/01/05","窾地","PM2.5","64","65","68","79","76","59","50","43","38","37","33","29","31","38","39","35","28","29","25","28","28","32","24","27"
"2010/01/05","窾地","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR",".2","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/05","窾地","RH","80.03","80.69","80.15","79.2","77.43","77.27","77.33","78.69","82.34","84.42","83.04","81.16","76.12","72.81","77.29","79.73","80.25","80.55","80.95","83.58","85.8","86.91","87.31","88.01"
"2010/01/05","窾地","SO2","3.3","5.7","4.2","3.5","3.4","3.1","3.1","3","2.8","5.1","4.9","2.8","2.3","2.9","2.8","2","2","2.2","2.3","5.2","5.2","4.2","5.4","3.3"
"2010/01/05","窾地","WD_HR","100.48","102.58","92.07","81.1","92.4","96.68","98.66","104.18","119.51","113.5","111.87","106.18","97.45","109.44","111.69","108.89","113.45","112.38","111.13","105.81","108.27","111.61","110","105.64"
"2010/01/05","窾地","WIND_DIREC","109.79","104.3","92.86","78.01","98.63","105.01","100.21","100.02","117.93","104.08","106.97","95.08","99.34","114.36","122.12","115.78","110.29","110.45","112.5","109.47","115.48","110.56","107.53","102.97"
"2010/01/05","窾地","WIND_SPEED","1.12","1.87","2.64","3.12","2.89","2.79","2.5","2.55","4.48","3.86","4.13","3.64","3.92","3.75","3.68","3.51","3.22","3.21","3.27","3.94","3.22","3.65","3.92","3.64"
"2010/01/05","窾地","WS_HR",".71","1.67","1.74","1.79","1.88","1.93","1.81","2.15","3.13","3.74","3.99","4.65","3.74","3.75","2.96","3.12","3.35","3","3.22","3.23","3.23","3.72","3.79","3.64"
"2010/01/06","窾地","AMB_TEMP","","","","","","","","","14.44#","14.31","14.49","14.68","14.62","14.86","14.87","14.76","14.66","14.42","14.13","13.92","13.97","14.02","13.95","13.82"
"2010/01/06","窾地","CO","","","","","","","","","1.14#",".78",".74",".62",".61",".6",".75",".9",".82",".96",".96",".73",".62",".63",".59",".45"
"2010/01/06","窾地","NO","","","","","","","","","20.51#","13.93","17.89","13.04","10.22","8.74","12.99","14.98","13.77","15.37","13.75","9.46","7.58","7.63","7.2","3.94"
"2010/01/06","窾地","NO2","","","","","","","","","34.39#","30.47","31.51","24.53","23.92","25.09","29.47","31.71","29.91","30.87","31.51","25.52","21.95","24.26","23.19","17.4"
"2010/01/06","窾地","NOx","","","","","","","","","54.9#","44.4","49.4","37.57","34.15","33.83","42.46","46.68","43.68","46.24","45.26","34.97","29.52","31.89","30.39","21.34"
"2010/01/06","窾地","O3","","","","","","","","","2#","8.6","11.4","18.6","19","17.2","12.9","12.9","14.5","10.6","9.3","14.8","18.1","16.5","18.2","24"
"2010/01/06","窾地","PM10","","","","","","","","","24","35","31","36","25","24","17","25","24","23","26","17","13","11","17","14"
"2010/01/06","窾地","PM2.5","","","","","","","","","9","12","10","7","11","12","28","22","17","2","7","9","13","7","5","0"
"2010/01/06","窾地","RAINFALL","","","","","","","","",".4#","1",".8","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR",".2"
"2010/01/06","窾地","RH","","","","","","","","","90.68#","90.71","90.82","90.43","89.14","88.49","87.69","86.29","85.31","85.53","86.57","87.34","87.59","87.95","87.79","87.97"
"2010/01/06","窾地","SO2","","","","","","","","","3.5#","1.7","1.4","1.3","1.3","1.5","1.1","1.5","1.4","2.3","4.5","2.8","1.3","3.2","4.8","3"
"2010/01/06","窾地","WD_HR","","","","","","","","","112.37#","107.08","108.67","120.32","109.32","111.63","109.83","124.33","119.61","118.44","112.99","113.76","111.6","110.65","111.72","116.91"
"2010/01/06","窾地","WIND_DIREC","","","","","","","","","109.41#","105.02","112.1","109.86","107.87","99.05","113.68","123.39","119.34","118.8","114.79","109.09","110.14","107.78","113.03","115.04"
"2010/01/06","窾地","WIND_SPEED","","","","","","","","","2.76#","2.5","2.52","2.58","2.78","2.53","2.67","2.37","2.79","2.98","3.51","4.14","3.18","3.57","4.1","3.01"
"2010/01/06","窾地","WS_HR","","","","","","","","","2.41#","2.08","2.02","2.52","2.67","2.56","2.11","2.08","2.44","3","2.86","3.5","3.21","3.13","3.12","2.99"
"2010/01/07","窾地","AMB_TEMP","13.83","13.72","13.7","13.6","13.57","13.48","13.24","13.26","13.35","13.42","13.46","13.59","13.67","13.54","13.51","13.52","13.52","13.41","13.39","13.33","13.61","13.8","13.79","13.67"
"2010/01/07","窾地","CO",".37",".3",".28",".25",".28",".31",".39",".87","1.06",".81",".73",".69",".69",".61",".65",".61",".66",".83",".93",".98",".8",".69",".59",".49"
"2010/01/07","窾地","NO","3.16","2.67","2.31",".63",".51",".69","1.86","10.62","12.56","10.56","9.64","8.04","7.86","7.42","9.26","8.31","9.63","11.06","11.29","12.79","9.64","5.45","4.7","2.33"
"2010/01/07","窾地","NO2","14.43","10.91","9.36","8.56","9.08","11.01","17","30.97","35.1","33.88","31.33","29.46","29.44","30.16","30.81","30.44","33.83","34.8","34.44","35.83","32.64","27.56","24.75","19.8"
"2010/01/07","窾地","NOx","17.58","13.58","11.67","9.2","9.58","11.7","18.86","41.59","47.67","44.44","40.98","37.5","37.3","37.58","40.07","38.75","43.46","45.86","45.73","48.62","42.28","33.02","29.44","22.13"
"2010/01/07","窾地","O3","26.4","29.7","30.6","33.5","31.6","33","28.6","16.1","12.8","14.1","16.6","20","17.1","16.6","15.8","15.7","12.4","12.4","12.9","11","13.7","18.2","21","24.7"
"2010/01/07","窾地","PM10","19","14","23","18","18","22","19","26","22","31","42","44","45","46","41","38","46","65","55","39","23","36","38","48"
"2010/01/07","窾地","PM2.5","12","12","12","7","11","18","18","18","14","22","25","37","34","33","24","22","28","35","30","33","26","32","28","29"
"2010/01/07","窾地","RAINFALL",".4","1.2","1.2",".8",".6",".8","1.4","2.2","1",".4",".8",".8","NR",".4","1","1.2",".2",".2","1",".4",".2","NR",".2","NR"
"2010/01/07","窾地","RH","88.68","89.29","89.84","90.29","90.58","90.76","90.83","91.08","91.3","91.35","91.31","91.24","91.17","90.82","90.66","90.57","90.63","90.55","90.41","90.34","90.24","90.14","90.01","90.28"
"2010/01/07","窾地","SO2","4.4","3.9","3.4","2.8","3.3","4.4","3.6","2.8","2.7","5.5","2.8","1.9","2","3.3","2.9","2.3","2.5","2.8","1.6","1.4","1.4","1.6","3.4","3.3"
"2010/01/07","窾地","WD_HR","114.03","112.93","113.49","109.91","113.47","109.24","105.36","112.49","113.31","110.44","112.36","112.61","109.65","102.6","106.07","105.37","103.75","107.52","107.27","109.09","118.62","110.8","113.24","111.25"
"2010/01/07","窾地","WIND_DIREC","111.88","106.95","117.46","106.58","113.86","107.42","110.97","110.22","113.8","107.56","112.05","113.88","104.57","104.29","101.94","107.53","107.57","106.02","100.32","123.97","114.46","111.62","111.87","109.52"
"2010/01/07","窾地","WIND_SPEED","2.78","3.22","3.02","2.46","2.81","3.08","2.95","2.54","3.12","3.02","2.68","2.95","2.48","3.65","3.22","3.49","3.7","2.32","3.45","1.9","2.55","2.82","3.2","3.23"
"2010/01/07","窾地","WS_HR","2.65","2.74","2.55","2.7","2.47","2.73","2.95","2.4","2.87","2.71","2.8","2.75","2.71","3.12","2.77","3.2","3.21","2.9","2.72","2","2.52","2.77","3.01","2.99"
"2010/01/08","窾地","AMB_TEMP","13.54","13.38","13.33","13.31","13.15","13.14","13.27","13.37","13.54","13.67","13.57","13.82","13.83","13.79","13.63","13.72","13.54","13.5","13.53","13.6","13.69","13.72","13.79","14.16"
"2010/01/08","窾地","CO",".42",".39",".37",".37",".37",".43",".52",".99","1.39","1.15","1.01","1.09","1.06",".84",".87","1.04",".99","1.25","1.24",".99",".8",".81",".8",".61"
"2010/01/08","窾地","NO","1.37","1.01",".93","1.27","1.29","1.37","2.79","11.84","24.66","26.63","23.8","23.29","21.68","12.28","13.04","23.92","15.79","21.54","18.14","11.67","9.53","8.55","7.42","5.07"
"2010/01/08","窾地","NO2","16.7","13.12","12.29","10.4","8","11.41","19.52","33.59","40.93","42.89","41.63","40.02","38.04","33.16","34.48","40.2","38.01","39.03","37.06","32.83","30.95","28.22","26.84","22.65"
"2010/01/08","窾地","NOx","18.07","14.13","13.22","11.67","9.29","12.78","22.31","45.43","65.59","69.52","65.43","63.31","59.72","45.44","47.51","64.11","53.8","60.57","55.19","44.51","40.48","36.76","34.26","27.72"
"2010/01/08","窾地","O3","29.2","31.4","35.3","35.7","39.2","36.5","27.7","14","6.3","4.5","6","7","7.7","12","11.8","6.4","8.7","7","10","11.6","12.9","17.2","16.1","19.7"
"2010/01/08","窾地","PM10","36","37","35","33","29","18","37","28","28","27","36","51","30","42","33","42","42","35","41","32","37","27","26","23"
"2010/01/08","窾地","PM2.5","25","27","25","31","24","26","26","27","21","20","19","24","22","24","27","25","24","25","22","25","27","28","19","6"
"2010/01/08","窾地","RAINFALL",".2","1","1","2.2","2.4","2","3.4","3.4","2.8",".8",".8","NR",".8",".2",".4","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/08","窾地","RH","90.4","90.63","90.98","91.22","91.45","91.69","91.96","92.18","92.42","92.55","92.61","92.73","92.66","92.57","92.37","92.22","91.84","91.52","91.24","90.96","90.75","90.56","90.05","89"
"2010/01/08","窾地","SO2","5.9","3.6","3","1.3","1","1.3","2.9","2.3","3.5","6.5","4.9","2.6","2.1","1.9","2.6","2.7","2.4","2.7","2.7","2.8","4.8","1.4","1.1","1"
"2010/01/08","窾地","WD_HR","113.14","106.49","115.97","109.94","116.48","115.42","118.12","115.86","108.49","102.03","104.87","110.67","107.35","100.79","107.76","99.22","108.26","119.25","115.39","116.66","110.86","109.58","128.17","133.2"
"2010/01/08","窾地","WIND_DIREC","116.87","108.16","128.81","119.14","108.78","121.54","117.39","105.6","113.96","97.71","126.99","108.46","105.58","99.42","106.62","99.15","119.37","115.67","119.07","115.52","102.67","125.28","126.33","133.45"
"2010/01/08","窾地","WIND_SPEED","2.85","2.06","2.05","1.97","2.13","2.35","2.24","2.29","1.88","2.4","1.62","1.55","1.15","1.33","1.53","1.54","1.95","2.51","2.22","3.39","2.83","1.98","2.26","3.09"
"2010/01/08","窾地","WS_HR","2.77","2.3","2.2","1.73","2.1","1.78","2.31","2.09","1.73","1.24","1.15","1.02","1.16",".83","1.31",".81","1.51","2.08","2.43","2.9","2.54","2.7","2.5","2.75"
"2010/01/09","窾地","AMB_TEMP","14.34","14.29","14.52","14.92","15.31","15.27","15.36","15.66","16.44","18.45","20.71","21.72","22.65","23.6","24.1","23.79","22.79","20.47","19.2","18.4","17.79","17.83","17.84","17.43"
"2010/01/09","窾地","CO",".51",".48",".37",".33",".32",".39",".44",".6",".69",".75",".62",".6",".62",".65",".5",".59",".77","1.45","1.87","1.96","2.19","2","2.14","1.42"
"2010/01/09","窾地","NO","2.63","1.66","1.42","1.59","1.18","1.33","2.18","5.61","11.46","17.62","13.66","12.17","12.48","11.41","8.4","12.39","8.78","28.72","35.49","49.02","64.04","57.85","66.39","38.9"
"2010/01/09","窾地","NO2","17.03","15.98","12.55","11.08","10.38","13.63","16.64","23.6","27.18","26.3","22.12","22.31","22.7","23.33","18.16","23.69","25.96","40.76","43.26","40.72","38.72","32.06","31.26","33.03"
"2010/01/09","窾地","NOx","19.66","17.64","13.97","12.67","11.55","14.96","18.81","29.21","38.65","43.92","35.78","34.48","35.18","34.73","26.56","36.08","34.73","69.47","78.75","89.74","102.76","89.9","97.65","71.93"
"2010/01/09","窾地","O3","24.5","24.7","29.5","29.6","30.7","27.6","23.4","17.5","14.8","19","25","25","26","26.8","31.5","24.8","21.4","7.5","3.6","2.2","2","1.8","2","1.8"
"2010/01/09","窾地","PM10","28","18","16","21","23","37","32","30","19","26","26","24","20","28","28","22","23","28","31","43","44","54","41","52"
"2010/01/09","窾地","PM2.5","11","12","24","19","24","15","16","17","18","26","23","21","11","6","13","11","17","12","25","16","20","11","25","26"
"2010/01/09","窾地","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2010/01/09","窾地","RH","87.88","87.05","86.65","86.12","85.95","86.36","87.14","88.07","88.39","86.77","79.18","68.29","62.12","57.05","52.68","53.43","57.93","64.68","69.27","72.47","76.71","80.15","81.78","82.86"
"2010/01/09","窾地","SO2",".8",".7","1.1","3","3.8","3.8","2.6","2.5","3.4","2.9","2.2","1.6","1.2","1.2","1","1.1","1.1","2","2.6","2.9","3.5","3.2","4.4","8.5"
"2010/01/09","窾地","WD_HR","130.86","129.78","113.09","109.02","102.33","111.53","107.2","99.17","96.81","103.08","100.56","116.18","111.58","122.02","112.89","116.49","138.11","118.91","136.61","145.41","158.46","168.65","197.48","211.47"
"2010/01/09","窾地","WIND_DIREC","131.73","126.25","105.76","106.17","117.99","105.45","98.88","93.8","94.98","107.19","107.41","104.54","95.3","103.01","95.37","130.94","133.8","123.86","150.02","155.56","160.38","173.22","212.06","217.2"
"2010/01/09","窾地","WIND_SPEED","2.08","1.95","2.46","3.15","2.04","1.88","2.46","3.24","2.57","2.9","1.9","3.76","2.19","2.49","3.39","2.29","2.51","1.69","1.85",".8","1.15","1.2","1.41","1.51"
"2010/01/09","窾地","WS_HR","2.24","1.65","2.32","2.45","2.23","1.65","1.91","2.09","2.54","2.52","2.44","2.87","2.34","1.98","3.02","2.48","2.08","1.83","1.49","1","1.13","1.33","1.1","1.38"
"2010/01/10","窾地","AMB_TEMP","17.19","17.05","16.83","16.71","16.55","16.48","16.18","15.95","16.62","17.99","21.27","24.53","26.15","25.38","22.65","23.38","22.09","19.37","18.27","17.44","17.02","17.28","17.34","17.17"
