年度,性別,縣市,癌別,WHO2000年人口標準化發生率(每10萬人口),粗發生率(每10萬人口)
1996,女,雲林縣,口腔,1.8,2.53
1996,女,嘉義縣,口腔,1.32,1.5
1996,女,屏東縣,口腔,2.6,2.76
1996,女,澎湖縣,口腔,2.4,2.34
1996,女,花蓮縣,口腔,3.84,3.59
1996,女,台東縣,口腔,11.06,11.16
1997,不分男女,全國,口腔,11.85,11.53
1997,不分男女,台北市,口腔,7.85,8.35
1997,不分男女,台中市,口腔,12.64,10.94
1997,不分男女,台南市,口腔,10.26,10.47
1997,不分男女,高雄市,口腔,14.63,14.42
1997,不分男女,基隆市,口腔,9.7,8.96
1997,不分男女,新竹市,口腔,8.01,7.39
1997,不分男女,嘉義市,口腔,15.15,15.6
1997,不分男女,新北市,口腔,11.23,9.79
1997,不分男女,桃園縣,口腔,7.28,6.44
1997,不分男女,新竹縣,口腔,5.59,5.45
1997,不分男女,宜蘭縣,口腔,5.45,5.79
1997,不分男女,苗栗縣,口腔,4.42,4.64
1997,不分男女,彰化縣,口腔,19.26,18.57
1997,不分男女,南投縣,口腔,14.97,14.82
1997,不分男女,雲林縣,口腔,22.73,24.07
1997,不分男女,嘉義縣,口腔,13.54,14.8
1997,不分男女,屏東縣,口腔,11.86,12.37
1997,不分男女,澎湖縣,口腔,6.51,7.68
1997,不分男女,花蓮縣,口腔,17.53,18.15
1997,不分男女,台東縣,口腔,24.69,25.69
1997,不分男女,金門縣,口腔,8.33,9.79
1997,男,全國,口腔,20.97,20.27
1997,男,台北市,口腔,13.28,13.97
1997,男,台中市,口腔,22.07,19.12
1997,男,台南市,口腔,18.33,18.68
1997,男,高雄市,口腔,26.29,25.86
1997,男,基隆市,口腔,18.33,16.37
1997,男,新竹市,口腔,12.85,11.64
1997,男,嘉義市,口腔,27.6,28.67
1997,男,新北市,口腔,20,17.6
1997,男,桃園縣,口腔,12.83,11.39
1997,男,新竹縣,口腔,8.82,8.57
1997,男,宜蘭縣,口腔,9.81,10.33
1997,男,苗栗縣,口腔,7.94,8.14
1997,男,彰化縣,口腔,35.74,34.01
1997,男,南投縣,口腔,26.5,25.87
1997,男,雲林縣,口腔,42.11,43.8
1997,男,嘉義縣,口腔,25.1,27.02
1997,男,屏東縣,口腔,19.97,20.7
1997,男,澎湖縣,口腔,12.53,14.65
1997,男,花蓮縣,口腔,26.65,27.26
1997,男,台東縣,口腔,33.41,33.73
1997,男,金門縣,口腔,16.09,18.87
1997,女,全國,口腔,2.42,2.3
1997,女,台北市,口腔,2.72,2.76
1997,女,台中市,口腔,2.98,2.51
1997,女,台南市,口腔,1.82,1.81
1997,女,高雄市,口腔,2.67,2.32
1997,女,基隆市,口腔,1.17,1.09
1997,女,新竹市,口腔,2.95,2.92
1997,女,嘉義市,口腔,2.8,2.3
1997,女,新北市,口腔,2.22,1.78
1997,女,桃園縣,口腔,1.43,1.15
1997,女,新竹縣,口腔,1.93,2
1997,女,宜蘭縣,口腔,0.8,0.89
1997,女,苗栗縣,口腔,0.59,0.75
1997,女,彰化縣,口腔,1.84,1.92
1997,女,南投縣,口腔,2.48,2.69
1997,女,雲林縣,口腔,1.54,1.97
1997,女,嘉義縣,口腔,0.84,1.12
1997,女,屏東縣,口腔,3.01,3.21
1997,女,花蓮縣,口腔,7.65,7.77
1997,女,台東縣,口腔,15.74,16.29
1998,不分男女,全國,口腔,12.84,12.79
1998,不分男女,台北市,口腔,9.11,9.7
1998,不分男女,台中市,口腔,11.95,10.86
1998,不分男女,台南市,口腔,10.58,11.2
1998,不分男女,高雄市,口腔,16.04,16.25
1998,不分男女,基隆市,口腔,9.89,9.94
1998,不分男女,新竹市,口腔,7.31,6.46
1998,不分男女,嘉義市,口腔,16.96,17.49
1998,不分男女,新北市,口腔,10.96,10.26
1998,不分男女,桃園縣,口腔,7.74,7.09
1998,不分男女,新竹縣,口腔,7.28,7.24
1998,不分男女,宜蘭縣,口腔,6.93,6.87
1998,不分男女,苗栗縣,口腔,8.94,9.11
1998,不分男女,彰化縣,口腔,21.93,21.51
1998,不分男女,南投縣,口腔,15.45,15.75
1998,不分男女,雲林縣,口腔,19.86,21.63
1998,不分男女,嘉義縣,口腔,22.91,25.81
1998,不分男女,屏東縣,口腔,14.79,15.49
1998,不分男女,澎湖縣,口腔,4.98,5.59
1998,不分男女,花蓮縣,口腔,18.93,20.19
1998,不分男女,台東縣,口腔,21.5,22.81
1998,男,全國,口腔,23.01,22.71
1998,男,台北市,口腔,15.67,16.62
1998,男,台中市,口腔,22.07,20.1
1998,男,台南市,口腔,18.48,19.37
1998,男,高雄市,口腔,29.89,29.99
1998,男,基隆市,口腔,17.82,17.81
1998,男,新竹市,口腔,10.75,9.32
1998,男,嘉義市,口腔,32.93,33.2
1998,男,新北市,口腔,19.78,18.44
1998,男,桃園縣,口腔,13.26,12.21
1998,男,新竹縣,口腔,13,12.9
1998,男,宜蘭縣,口腔,11.71,11.61
1998,男,苗栗縣,口腔,15.25,15.62
1998,男,彰化縣,口腔,40.72,39.55
1998,男,南投縣,口腔,28.47,28.74
1998,男,雲林縣,口腔,34.66,37.12
1998,男,嘉義縣,口腔,41.82,46.2
1998,男,屏東縣,口腔,24.25,25.41
1998,男,澎湖縣,口腔,7.44,8.52
1998,男,花蓮縣,口腔,30.08,31.13
1998,男,台東縣,口腔,35.21,35.65
1998,女,全國,口腔,2.4,2.35
1998,女,台北市,口腔,2.77,2.86
1998,女,台中市,口腔,1.72,1.36
1998,女,台南市,口腔,2.36,2.59
1998,女,高雄市,口腔,1.86,1.76
1998,女,基隆市,口腔,1.81,1.62
1998,女,新竹市,口腔,4.07,3.45
1998,女,嘉義市,口腔,1.42,1.53
1998,女,新北市,口腔,2.22,1.87
1998,女,桃園縣,口腔,2.03,1.63
1998,女,新竹縣,口腔,0.93,0.98
1998,女,宜蘭縣,口腔,1.82,1.78
1998,女,苗栗縣,口腔,1.92,1.88
1998,女,彰化縣,口腔,1.98,2.08
1998,女,南投縣,口腔,1.52,1.54
1998,女,雲林縣,口腔,3.72,4.25
1998,女,嘉義縣,口腔,2.36,3
1998,女,屏東縣,口腔,4.43,4.61
1998,女,澎湖縣,口腔,2.38,2.35
1998,女,花蓮縣,口腔,7.36,7.78
1998,女,台東縣,口腔,6.68,7.81
1999,不分男女,全國,口腔,14.54,14.75
1999,不分男女,台北市,口腔,10.04,11.06
1999,不分男女,台中市,口腔,13.58,12.43
1999,不分男女,台南市,口腔,11.61,12.17
1999,不分男女,高雄市,口腔,19.73,20.33
1999,不分男女,基隆市,口腔,8.33,8.83
1999,不分男女,新竹市,口腔,7.37,7.18
1999,不分男女,嘉義市,口腔,14.79,15.47
1999,不分男女,新北市,口腔,13.13,12.53
1999,不分男女,桃園縣,口腔,10.08,9.22
1999,不分男女,新竹縣,口腔,8.14,7.84
1999,不分男女,宜蘭縣,口腔,11.65,12.26
1999,不分男女,苗栗縣,口腔,8.36,8.57
1999,不分男女,彰化縣,口腔,24.95,24.66
1999,不分男女,南投縣,口腔,15.53,16.73
1999,不分男女,雲林縣,口腔,23.49,26
1999,不分男女,嘉義縣,口腔,16.62,18.48
1999,不分男女,屏東縣,口腔,17.57,18.92
1999,不分男女,澎湖縣,口腔,8.13,8.99
1999,不分男女,花蓮縣,口腔,23.39,25.58
1999,不分男女,台東縣,口腔,27.56,29.86
1999,男,全國,口腔,26.14,26.19
1999,男,台北市,口腔,17.89,19.24
1999,男,台中市,口腔,25.04,22.67
1999,男,台南市,口腔,21.14,21.85
1999,男,高雄市,口腔,35.79,36.5
1999,男,基隆市,口腔,13.96,14.67
1999,男,新竹市,口腔,12.57,11.89
1999,男,嘉義市,口腔,26.68,27.73
1999,男,新北市,口腔,23.27,22.25
1999,男,桃園縣,口腔,18.17,16.53
1999,男,新竹縣,口腔,14.7,14.06
1999,男,宜蘭縣,口腔,18.82,19.52
1999,男,苗栗縣,口腔,15.35,15.63
1999,男,彰化縣,口腔,46.4,45.77
1999,男,南投縣,口腔,27.83,29.55
1999,男,雲林縣,口腔,40.96,44.84
1999,男,嘉義縣,口腔,30.04,32.66
1999,男,屏東縣,口腔,29.66,31.57
1999,男,澎湖縣,口腔,12.62,12.84
1999,男,花蓮縣,口腔,39.18,42.42
1999,男,台東縣,口腔,47.3,49.51
1999,女,全國,口腔,2.7,2.74
1999,女,台北市,口腔,2.71,3
1999,女,台中市,口腔,2.07,1.92
1999,女,台南市,口腔,1.78,2.01
1999,女,高雄市,口腔,3.44,3.33
1999,女,基隆市,口腔,2.55,2.67
1999,女,新竹市,口腔,2.26,2.26
1999,女,嘉義市,口腔,2.96,3.04
1999,女,新北市,口腔,3.07,2.59
1999,女,桃園縣,口腔,1.68,1.46
1999,女,新竹縣,口腔,0.86,0.97
1999,女,宜蘭縣,口腔,4.31,4.46
1999,女,苗栗縣,口腔,0.68,0.75
1999,女,彰化縣,口腔,1.84,1.91
1999,女,南投縣,口腔,2.29,2.69
1999,女,雲林縣,口腔,3.79,4.84
1999,女,嘉義縣,口腔,1.8,2.64
1999,女,屏東縣,口腔,4.4,5.07
1999,女,澎湖縣,口腔,3.2,4.73
1999,女,花蓮縣,口腔,6.1,6.58
1999,女,台東縣,口腔,6.18,6.99
2000,不分男女,全國,口腔,14.97,15.52
2000,不分男女,台北市,口腔,9.21,10.43
2000,不分男女,台中市,口腔,15.53,14.31
2000,不分男女,台南市,口腔,13.07,13.9
2000,不分男女,高雄市,口腔,18.74,20.07
2000,不分男女,基隆市,口腔,8.68,9.27
2000,不分男女,新竹市,口腔,10.39,10.86
2000,不分男女,嘉義市,口腔,22.7,23.29
2000,不分男女,新北市,口腔,14.31,13.99
2000,不分男女,桃園縣,口腔,9.76,9.06
2000,不分男女,新竹縣,口腔,7.76,8.19
2000,不分男女,宜蘭縣,口腔,11.49,12.9
2000,不分男女,苗栗縣,口腔,8.82,9.65
2000,不分男女,彰化縣,口腔,23.75,24.19
2000,不分男女,南投縣,口腔,15.63,16.99
2000,不分男女,雲林縣,口腔,23.43,26.64
2000,不分男女,嘉義縣,口腔,20.92,23.65
2000,不分男女,屏東縣,口腔,17.46,18.95
2000,不分男女,澎湖縣,口腔,11.18,12.29
2000,不分男女,花蓮縣,口腔,22,24.04
2000,不分男女,台東縣,口腔,27.57,30.57
2000,男,全國,口腔,27.06,27.74
2000,男,台北市,口腔,16.02,17.95
2000,男,台中市,口腔,28.85,26.28
2000,男,台南市,口腔,24.31,25.57
2000,男,高雄市,口腔,35.72,37.79
2000,男,基隆市,口腔,15.42,16.08
2000,男,新竹市,口腔,17.31,18.09
2000,男,嘉義市,口腔,44.15,44.1
2000,男,新北市,口腔,24.9,24.25
2000,男,桃園縣,口腔,17.99,16.28
2000,男,新竹縣,口腔,13.28,14.34
2000,男,宜蘭縣,口腔,20.12,22.44
2000,男,苗栗縣,口腔,14.86,15.99
2000,男,彰化縣,口腔,43.51,43.86
2000,男,南投縣,口腔,27.75,29.7
2000,男,雲林縣,口腔,41.32,46.58
2000,男,嘉義縣,口腔,37.19,41.76
2000,男,屏東縣,口腔,29.24,31.65
2000,男,澎湖縣,口腔,17.85,19.2
2000,男,花蓮縣,口腔,37.61,40.6
2000,男,台東縣,口腔,45.23,49.31
2000,女,全國,口腔,2.7,2.74
2000,女,台北市,口腔,2.84,3.07
2000,女,台中市,口腔,2.23,2.06
2000,女,台南市,口腔,1.5,1.67
2000,女,高雄市,口腔,1.53,1.5
2000,女,基隆市,口腔,1.84,2.11
2000,女,新竹市,口腔,3.43,3.32
2000,女,嘉義市,口腔,2.19,2.27
2000,女,新北市,口腔,3.9,3.51
2000,女,桃園縣,口腔,1.58,1.43
2000,女,新竹縣,口腔,1.46,1.43
2000,女,宜蘭縣,口腔,2.32,2.67
2000,女,苗栗縣,口腔,2.11,2.63
2000,女,彰化縣,口腔,2.77,3.01
2000,女,南投縣,口腔,2.33,3.09
2000,女,雲林縣,口腔,3.53,4.28
2000,女,嘉義縣,口腔,2.6,3.39
2000,女,屏東縣,口腔,4.67,5.07
2000,女,澎湖縣,口腔,4.51,4.69
2000,女,花蓮縣,口腔,4.82,5.41
2000,女,台東縣,口腔,7.78,8.81
2001,不分男女,全國,口腔,15.06,16.01
2001,不分男女,台北市,口腔,8.17,9.64
2001,不分男女,台中市,口腔,15.72,15.17
2001,不分男女,台南市,口腔,12.5,14.12
2001,不分男女,高雄市,口腔,19.83,21.16
2001,不分男女,基隆市,口腔,10.77,12.02
2001,不分男女,新竹市,口腔,7.64,7.77
2001,不分男女,嘉義市,口腔,14.56,15.3
2001,不分男女,新北市,口腔,14.4,14.35
2001,不分男女,桃園縣,口腔,10.91,10.15
2001,不分男女,新竹縣,口腔,9.85,10.08
2001,不分男女,宜蘭縣,口腔,9.69,10.52
2001,不分男女,苗栗縣,口腔,9.95,11.24
2001,不分男女,彰化縣,口腔,24.24,25.57
2001,不分男女,南投縣,口腔,16.24,17.9
2001,不分男女,雲林縣,口腔,23.5,26.9
2001,不分男女,嘉義縣,口腔,21.34,24.32
2001,不分男女,屏東縣,口腔,21.72,24.3
2001,不分男女,澎湖縣,口腔,7.5,7.59
2001,不分男女,花蓮縣,口腔,16.86,18.97
2001,不分男女,台東縣,口腔,29.34,33.52
2001,男,全國,口腔,27.19,28.54
2001,男,台北市,口腔,13.8,16.07
2001,男,台中市,口腔,28.37,27.16
2001,男,台南市,口腔,22.98,25.94
2001,男,高雄市,口腔,36.79,38.75
2001,男,基隆市,口腔,18.55,20.5
2001,男,新竹市,口腔,14.18,14.2
2001,男,嘉義市,口腔,27.76,28.23
2001,男,新北市,口腔,26.06,25.7
2001,男,桃園縣,口腔,19.66,18.01
2001,男,新竹縣,口腔,15.04,15.86
2001,男,宜蘭縣,口腔,16.85,17.88
2001,男,苗栗縣,口腔,18.23,20.74
2001,男,彰化縣,口腔,45.15,47.17
2001,男,南投縣,口腔,28.42,31.13
2001,男,雲林縣,口腔,42.17,47.63
2001,男,嘉義縣,口腔,38.69,44.1
2001,男,屏東縣,口腔,38,42.63
2001,男,澎湖縣,口腔,15.07,14.55
2001,男,花蓮縣,口腔,25.82,28.44
2001,男,台東縣,口腔,42.42,48.08
2001,女,全國,口腔,2.82,2.94
2001,女,台北市,口腔,2.92,3.37
2001,女,台中市,口腔,3.23,2.93
2001,女,台南市,口腔,1.67,1.77
2001,女,高雄市,口腔,2.79,2.77
2001,女,基隆市,口腔,2.98,3.14
2001,女,新竹市,口腔,1.02,1.09
2001,女,嘉義市,口腔,2.19,2.25
2001,女,新北市,口腔,3,2.79
2001,女,桃園縣,口腔,2.37,1.86
2001,女,新竹縣,口腔,4.1,3.75
2001,女,宜蘭縣,口腔,2.26,2.66
2001,女,苗栗縣,口腔,0.7,0.75
2001,女,彰化縣,口腔,2.16,2.37
2001,女,南投縣,口腔,3.06,3.47
2001,女,雲林縣,口腔,2.85,3.7
2001,女,嘉義縣,口腔,1.79,2.25
2001,女,屏東縣,口腔,3.94,4.36
2001,女,花蓮縣,口腔,7.31,8.4
2001,女,台東縣,口腔,14.48,16.73
2002,不分男女,全國,口腔,15.77,17.1
2002,不分男女,台北市,口腔,9.86,11.85
2002,不分男女,台中市,口腔,16.44,15.99
2002,不分男女,台南市,口腔,13.49,15.17
2002,不分男女,高雄市,口腔,19.4,21.33
2002,不分男女,基隆市,口腔,14.56,15.58
2002,不分男女,新竹市,口腔,9.77,10.03
2002,不分男女,嘉義市,口腔,21.37,23.52
2002,不分男女,新北市,口腔,15.49,15.79
2002,不分男女,桃園縣,口腔,12.08,11.49
2002,不分男女,新竹縣,口腔,7.5,7.73
2002,不分男女,宜蘭縣,口腔,12.09,13.36
2002,不分男女,苗栗縣,口腔,7.88,9.09
2002,不分男女,彰化縣,口腔,24.9,26.21
2002,不分男女,南投縣,口腔,19.77,22.54
2002,不分男女,雲林縣,口腔,22.9,26.52
2002,不分男女,嘉義縣,口腔,19.43,22.94
2002,不分男女,屏東縣,口腔,20.04,22.51
2002,不分男女,澎湖縣,口腔,9.84,10.82
2002,不分男女,花蓮縣,口腔,21.59,24.71
2002,不分男女,台東縣,口腔,28.17,33.2
2002,不分男女,金門縣,口腔,2.47,3.39
2002,不分男女,連江縣,口腔,18.17,22.82
2002,男,全國,口腔,28.7,30.63
2002,男,台北市,口腔,18.1,21.13
2002,男,台中市,口腔,30.2,29.16
2002,男,台南市,口腔,24.4,27.08
2002,男,高雄市,口腔,36.84,39.86
2002,男,基隆市,口腔,25.47,25.99
2002,男,新竹市,口腔,18.61,18.19
2002,男,嘉義市,口腔,38.7,41.7
2002,男,新北市,口腔,28.02,28.34
2002,男,桃園縣,口腔,21.32,19.93
2002,男,新竹縣,口腔,12.16,12.69
2002,男,宜蘭縣,口腔,21.02,22.56
2002,男,苗栗縣,口腔,12.12,13.94
2002,男,彰化縣,口腔,45.05,47.25
2002,男,南投縣,口腔,35.95,41.11
2002,男,雲林縣,口腔,40.84,47.77
2002,男,嘉義縣,口腔,34.68,40.49
2002,男,屏東縣,口腔,34.35,38.36
2002,男,澎湖縣,口腔,17.15,18.7
2002,男,花蓮縣,口腔,37.8,42.58
2002,男,台東縣,口腔,46.61,53.71
2002,男,金門縣,口腔,4.57,6.5
2002,男,連江縣,口腔,33.65,40.26
2002,女,全國,口腔,2.77,3.02
2002,女,台北市,口腔,2.28,2.83
2002,女,台中市,口腔,2.78,2.57
2002,女,台南市,口腔,2.35,2.76
2002,女,高雄市,口腔,1.93,2.01
2002,女,基隆市,口腔,4.09,4.7
2002,女,新竹市,口腔,1.56,1.61
2002,女,嘉義市,口腔,4.73,5.24
2002,女,新北市,口腔,3.27,3.04
2002,女,桃園縣,口腔,2.68,2.63
2002,女,新竹縣,口腔,2.3,2.31
2002,女,宜蘭縣,口腔,2.88,3.56
2002,女,苗栗縣,口腔,3.26,3.75
2002,女,彰化縣,口腔,3.4,3.62
2002,女,南投縣,口腔,2,2.32
2002,女,雲林縣,口腔,2.27,2.85
2002,女,嘉義縣,口腔,2.82,3.38
2002,女,屏東縣,口腔,4.64,5.3
2002,女,澎湖縣,口腔,2.09,2.26
2002,女,花蓮縣,口腔,4.17,4.8
2002,女,台東縣,口腔,7.85,9.68
2003,不分男女,全國,口腔,17.04,19.1
2003,不分男女,台北市,口腔,10.08,12.45
2003,不分男女,台中市,口腔,16.89,17.16
2003,不分男女,台南市,口腔,15.17,17.83
2003,不分男女,高雄市,口腔,20.8,23.81
2003,不分男女,基隆市,口腔,9.44,10.71
2003,不分男女,新竹市,口腔,10.42,10.97
2003,不分男女,嘉義市,口腔,19.31,21.51
2003,不分男女,新北市,口腔,13.62,14.77
2003,不分男女,桃園縣,口腔,10.73,10.87
2003,不分男女,新竹縣,口腔,9.94,10.89
2003,不分男女,宜蘭縣,口腔,11.87,13.81
2003,不分男女,苗栗縣,口腔,14.47,16.76
2003,不分男女,彰化縣,口腔,26.61,28.94
2003,不分男女,南投縣,口腔,19.57,22.76
2003,不分男女,雲林縣,口腔,33.63,40.24
2003,不分男女,嘉義縣,口腔,24.91,30.33
2003,不分男女,屏東縣,口腔,25.89,30.32
2003,不分男女,澎湖縣,口腔,12.24,15.18
2003,不分男女,花蓮縣,口腔,25.57,29.62
2003,不分男女,台東縣,口腔,39.18,46.12
2003,不分男女,金門縣,口腔,6.39,6.56
2003,不分男女,連江縣,口腔,11.41,11.36
2003,男,全國,口腔,31.23,34.42
2003,男,台北市,口腔,18.47,22.14
2003,男,台中市,口腔,31.48,31.45
2003,男,台南市,口腔,28.74,33.6
2003,男,高雄市,口腔,39.96,44.78
2003,男,基隆市,口腔,16.44,18.48
2003,男,新竹市,口腔,17.26,17.51
2003,男,嘉義市,口腔,37.17,40.03
2003,男,新北市,口腔,24.62,26.26
2003,男,桃園縣,口腔,19.38,19.31
2003,男,新竹縣,口腔,15.95,17.55
2003,男,宜蘭縣,口腔,20.89,24.28
2003,男,苗栗縣,口腔,26.17,29.91
2003,男,彰化縣,口腔,48.97,52.85
2003,男,南投縣,口腔,35.8,41.56
2003,男,雲林縣,口腔,59.22,70.99
2003,男,嘉義縣,口腔,44.79,53.84
2003,男,屏東縣,口腔,42.85,49.77
2003,男,澎湖縣,口腔,23.1,29.2
2003,男,花蓮縣,口腔,43.98,50.36
2003,男,台東縣,口腔,63.23,72.66
2003,男,金門縣,口腔,12.28,12.48
2003,男,連江縣,口腔,19.41,19.93
2003,女,全國,口腔,2.84,3.19
2003,女,台北市,口腔,2.45,3.07
2003,女,台中市,口腔,2.63,2.63
2003,女,台南市,口腔,1.22,1.43
2003,女,高雄市,口腔,1.76,2
2003,女,基隆市,口腔,2.59,2.6
2003,女,新竹市,口腔,3.82,4.24
2003,女,嘉義市,口腔,2.49,2.97
2003,女,新北市,口腔,3.09,3.12
2003,女,桃園縣,口腔,2.06,2.02
2003,女,新竹縣,口腔,3.39,3.64
2003,女,宜蘭縣,口腔,2.45,2.67
2003,女,苗栗縣,口腔,1.67,2.25
2003,女,彰化縣,口腔,2.68,3.31
2003,女,南投縣,口腔,1.94,2.32
2003,女,雲林縣,口腔,4.45,5.99
2003,女,嘉義縣,口腔,2.84,4.15
2003,女,屏東縣,口腔,7.39,9.22
2003,女,花蓮縣,口腔,5.73,6.61
2003,女,台東縣,口腔,12.96,15.86
2004,不分男女,全國,口腔,18.7,21.39
2004,不分男女,台北市,口腔,11.28,14.11
2004,不分男女,台中市,口腔,17.32,18.09
2004,不分男女,台南市,口腔,16.82,19.89
2004,不分男女,高雄市,口腔,24.38,28.67
2004,不分男女,基隆市,口腔,12.81,15.04
2004,不分男女,新竹市,口腔,9.13,10.08
2004,不分男女,嘉義市,口腔,21.91,25.15
2004,不分男女,新北市,口腔,15.23,16.53
2004,不分男女,桃園縣,口腔,13.29,13.87
2004,不分男女,新竹縣,口腔,10.49,11.34
2004,不分男女,宜蘭縣,口腔,14.12,16.66
2004,不分男女,苗栗縣,口腔,14.87,17.3
2004,不分男女,彰化縣,口腔,30.37,33.87
2004,不分男女,南投縣,口腔,22,26.37
2004,不分男女,雲林縣,口腔,32.84,39.77
2004,不分男女,嘉義縣,口腔,28.49,33.88
2004,不分男女,屏東縣,口腔,24.71,29.77
2004,不分男女,澎湖縣,口腔,17.32,19.61
2004,不分男女,花蓮縣,口腔,28.98,34.66
2004,不分男女,台東縣,口腔,39.5,46.59
2004,不分男女,金門縣,口腔,9.4,10.86
2004,不分男女,連江縣,口腔,6.52,10.68
2004,男,全國,口腔,34.34,38.63
2004,男,台北市,口腔,20.97,25.42
2004,男,台中市,口腔,31.57,32.59
2004,男,台南市,口腔,30.48,35.57
2004,男,高雄市,口腔,45.84,53.06
2004,男,基隆市,口腔,22.1,25.5
2004,男,新竹市,口腔,16.63,17.9
2004,男,嘉義市,口腔,40.22,45.18
2004,男,新北市,口腔,28.75,30.47
2004,男,桃園縣,口腔,24.9,25.27
2004,男,新竹縣,口腔,18.01,19.31
2004,男,宜蘭縣,口腔,23.81,27.71
2004,男,苗栗縣,口腔,26.56,30.96
2004,男,彰化縣,口腔,56.4,62.28
2004,男,南投縣,口腔,40.3,48.18
2004,男,雲林縣,口腔,58.44,70.84
2004,男,嘉義縣,口腔,50.16,60.57
2004,男,屏東縣,口腔,42.88,51.52
2004,男,澎湖縣,口腔,26.11,29.4
2004,男,花蓮縣,口腔,50.45,59.51
2004,男,台東縣,口腔,62.12,69.63
2004,男,金門縣,口腔,15.4,17.67
2004,男,連江縣,口腔,10.89,18.45
2004,女,全國,口腔,3.1,3.54
2004,女,台北市,口腔,2.51,3.22
2004,女,台中市,口腔,3.42,3.4
2004,女,台南市,口腔,2.94,3.61
2004,女,高雄市,口腔,3.13,3.4
2004,女,基隆市,口腔,3.69,4.16
2004,女,新竹市,口腔,1.82,2.09
2004,女,嘉義市,口腔,4.59,5.17
2004,女,新北市,口腔,2.3,2.44
2004,女,桃園縣,口腔,1.85,1.98
2004,女,新竹縣,口腔,2.27,2.68
2004,女,宜蘭縣,口腔,4,4.91
2004,女,苗栗縣,口腔,1.87,2.25
2004,女,彰化縣,口腔,2.81,3.46
2004,女,南投縣,口腔,2.37,2.71
2004,女,雲林縣,口腔,3.68,5.16
2004,女,嘉義縣,口腔,3.32,4.17
2004,女,屏東縣,口腔,4.93,6.24
2004,女,澎湖縣,口腔,7.28,9.05
2004,女,花蓮縣,口腔,6.02,7.23
2004,女,台東縣,口腔,16.02,20.43
2004,女,金門縣,口腔,2.72,3.28
2005,不分男女,全國,口腔,17.98,21.06
2005,不分男女,台北市,口腔,10.6,13.8
2005,不分男女,台中市,口腔,16.59,18.12
2005,不分男女,台南市,口腔,15.41,18.68
2005,不分男女,高雄市,口腔,21.89,26.22
2005,不分男女,基隆市,口腔,14.63,17.87
2005,不分男女,新竹市,口腔,12.75,14.08
2005,不分男女,嘉義市,口腔,24.45,27.97
2005,不分男女,新北市,口腔,15.29,17.48
2005,不分男女,桃園縣,口腔,12.17,12.66
2005,不分男女,新竹縣,口腔,10.63,12.14
2005,不分男女,宜蘭縣,口腔,14.18,16.68
