"表16 青年勞工初次就業年齡
營造業, 119 , 100.00 , 30.56 , 9.59 , 55.70 , 4.15 , 21.43 
服務業," 2,651 ", 100.00 , 26.95 , 15.76 , 51.65 , 5.64 , 21.19 
批發及零售業, 771 , 100.00 , 34.81 , 14.90 , 45.86 , 4.43 , 20.67 
運輸及倉儲業, 126 , 100.00 , 19.72 , 11.32 , 59.63 , 9.33 , 21.78 
住宿及餐飲業, 184 , 100.00 , 43.98 , 22.65 , 32.06 , 1.32 , 19.71 
資訊及通訊傳播業, 163 , 100.00 , 14.07 , 11.36 , 65.81 , 8.75 , 22.46 
金融及保險業, 204 , 100.00 , 9.52 , 10.30 , 68.96 , 11.22 , 22.69 
不動產業, 99 , 100.00 , 22.21 , 14.17 , 58.33 , 5.28 , 21.59 
專業、科學及技術服務業, 212 , 100.00 , 14.76 , 11.37 , 66.06 , 7.81 , 22.38 
支援服務業, 150 , 100.00 , 20.99 , 20.66 , 53.07 , 5.28 , 21.47 
公共行政及國防;強制性社會安全, 145 , 100.00 , 13.75 , 12.65 , 66.40 , 7.20 , 22.18 
教育服務業, 153 , 100.00 , 6.52 , 8.07 , 67.29 , 18.12 , 23.10 
醫療保健及社會工作服務業, 258 , 100.00 , 11.82 , 18.98 , 63.79 , 5.42 , 21.89 
藝術、娛樂及休閒服務業, 71 , 100.00 , 29.92 , 18.13 , 50.78 , 1.17 , 20.79 
其他服務業, 115 , 100.00 , 29.82 , 17.55 , 46.56 , 6.07 , 20.81 
職業,,,,,,,
民意代表、主管及經理人員, 35 , 100.00 , 23.50 , 18.10 , 58.40 , - , 21.22 
專業人員, 664 , 100.00 , 3.57 , 9.39 , 69.67 , 17.37 , 23.49 
技術員及助理專業人員, 879 , 100.00 , 22.96 , 13.15 , 55.67 , 8.22 , 21.73 
事務支援人員," 1,170 ", 100.00 , 17.61 , 15.05 , 63.61 , 3.74 , 21.62 
服務及銷售工作人員, 659 , 100.00 , 44.41 , 18.04 , 33.88 , 3.66 , 19.95 
農林漁牧業生產人員, 25 , 100.00 , 25.62 , 23.41 , 40.26 , 10.71 , 21.52 
技藝有關工作人員, 176 , 100.00 , 45.94 , 15.32 , 37.04 , 1.70 , 19.91 
機械設備操作及組裝人員, 205 , 100.00 , 51.39 , 14.08 , 29.70 , 4.84 , 19.79 
基層技術工及勞力工, 251 , 100.00 , 53.41 , 27.14 , 17.62 , 1.83 , 19.20 
說明：科系可複選，故細項加總大於專科以上之合計。,,,,,,,
"表16 青年勞工初次就業年齡（續完）
     ",,,,,,,
,,, 中華民國101年10月 ,,,, 單位：人，％，歲 
項目別,樣本數,合計,15~18歲,19~21歲,22~25歲,26~29歲,平均年齡
,,,,,,,
總計," 4,064 ", 100.00 , 28.07 , 15.21 , 50.03 , 6.69 , 21.23 
工作地區,,,,,,,
北部地區," 1,748 ", 100.00 , 27.43 , 13.43 , 51.85 , 7.28 , 21.32 
中部地區," 1,041 ", 100.00 , 30.44 , 14.95 , 48.45 , 6.16 , 21.09 
南部地區, 938 , 100.00 , 27.67 , 20.31 , 46.47 , 5.55 , 21.08 
東部地區, 337 , 100.00 , 23.66 , 25.42 , 45.82 , 5.09 , 21.12 
規模,,,,,,,
29人以下," 1,297 ", 100.00 , 33.25 , 17.51 , 45.43 , 3.81 , 20.67 
30-49人, 529 , 100.00 , 27.30 , 15.05 , 52.00 , 5.64 , 21.14 
50-199人, 861 , 100.00 , 26.50 , 17.49 , 49.24 , 6.76 , 21.25 
200-499人, 586 , 100.00 , 24.87 , 14.41 , 54.82 , 5.90 , 21.50 
500人以上, 791 , 100.00 , 23.90 , 11.24 , 54.00 , 10.85 , 21.83 
總工作年資,,,,,,,
未滿1年, 467 , 100.00 , 22.41 , 14.84 , 53.47 , 9.28 , 21.65 
1年-未滿3年," 1,282 ", 100.00 , 24.05 , 10.87 , 52.95 , 12.12 , 21.79 
3年-未滿6年," 1,366 ", 100.00 , 22.69 , 13.06 , 61.31 , 2.95 , 21.62 
6年-未滿10年, 773 , 100.00 , 40.08 , 30.22 , 29.69 , - , 19.66 
10年及以上, 176 , 100.00 , 89.00 , 11.00 , - , - , 17.15 
每月收入,,,,,,,
"未滿18,780元", 184 , 100.00 , 62.31 , 24.61 , 11.67 , 1.42 , 18.56 
"18,780元-未滿2萬元", 294 , 100.00 , 51.45 , 21.87 , 24.30 , 2.38 , 19.25 
2萬-未滿2.5萬元, 960 , 100.00 , 36.02 , 19.75 , 41.69 , 2.54 , 20.39 
2.5萬-未滿3萬元," 1,045 ", 100.00 , 23.72 , 13.70 , 57.28 , 5.31 , 21.43 
3萬-未滿3.5萬元, 831 , 100.00 , 16.94 , 12.49 , 63.27 , 7.30 , 22.08 
3.5萬-未滿4萬元, 338 , 100.00 , 12.59 , 7.34 , 66.25 , 13.82 , 22.80 
4萬-未滿4.5萬元, 219 , 100.00 , 9.57 , 10.86 , 61.13 , 18.44 , 23.17 
4.5萬-未滿5萬元, 71 , 100.00 , 12.72 , 3.71 , 61.70 , 21.87 , 23.30 
5萬元以上, 122 , 100.00 , 7.88 , 3.99 , 66.20 , 21.93 , 23.69 
勞工工作型態,,,,,,,
全日工時," 3,665 ", 100.00 , 23.87 , 14.17 , 54.58 , 7.38 , 21.55 
部份工時, 399 , 100.00 , 54.08 , 21.64 , 21.88 , 2.40 , 19.20 
勞動契約性質,,,,,,,
定期勞動契約, 754 , 100.00 , 29.71 , 14.08 , 48.48 , 7.73 , 21.26 
不定期勞動契約," 3,265 ", 100.00 , 27.93 , 15.34 , 50.21 , 6.52 , 21.21 
未約定, 45 , 100.00 , 14.31 , 22.07 , 59.87 , 3.75 , 21.77 
勞工工作性質,,,,,,,
一般僱用," 3,923 ", 100.00 , 27.90 , 15.07 , 50.29 , 6.75 , 21.24 
承攬, 39 , 100.00 , 37.83 , 4.88 , 54.58 , 2.71 , 21.19 
派遣人力, 102 , 100.00 , 31.46 , 23.03 , 39.90 , 5.60 , 20.80 
